trial num	generated	heard	Id(Bk)Syl1	now	Id(Bk)	now	*F4	now	*F5	now	*B1	now	*B5	now	*F4_B1	now	*F4..._B1	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B5	now	*F5..._B5	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
29	yiA	uia	1.0	30.3	1.0	10.3	1.0	97.95	1.0	96.61666666666667			-1	96.68333333333335													-1	96.91666666666667	-1	96.91666666666667													-1	94.58333333333333	-1	93.58333333333333
30	Ei	ei	0.3333333333333333	30.633333333333333	0.3333333333333333	10.633333333333335	-1	96.95	-1	95.61666666666667			0.3333333333333333	97.01666666666668																													0.3333333333333333	94.91666666666666	0.3333333333333333	93.91666666666666
31	iAO	iao			0.75	11.383333333333335	0.75	97.7	0.75	96.36666666666667			-1	96.01666666666668													-1	95.91666666666667	-1	95.91666666666667																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	31.383333333333333																																										
33	ui	yi	0.3333333333333333	31.716666666666665	0.3333333333333333	11.716666666666669	-1	96.7	-1	95.36666666666667			0.3333333333333333	96.35000000000001																													0.3333333333333333	95.24999999999999	0.3333333333333333	94.24999999999999
39	EEu	eey	0.5	32.21666666666667	0.5	12.216666666666669	-1	95.7	-1	94.36666666666667			0.5	96.85000000000001																																
40	Oye	ouE	0.2	32.41666666666667	0.2	12.416666666666668	0.2	95.9	0.2	94.56666666666668			-1	95.85000000000001																																
42	iiy	iiu			0.75	13.166666666666668	0.75	96.65	0.75	95.31666666666668			-1	94.85000000000001													-1	94.91666666666667	-1	94.91666666666667																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	33.16666666666667																																										
45	oou	OOy	0.5	33.66666666666667	0.5	13.666666666666668	-1	95.65	-1	94.31666666666668			0.5	95.35000000000001																																
46	iiu	Iiu	1.5	35.16666666666667	1.5	15.166666666666668			1.5	95.81666666666668	-1	99.60000000000002	-1	94.35000000000001																					-1	99	-1	97					-1	94.24999999999999	-1	93.24999999999999
47	uaE	yAe	0.5	35.66666666666667	0.5	15.666666666666668	-1	94.65	-1	94.81666666666668			0.5	94.85000000000001																																
49	iiE	IiE	1.5	37.16666666666667	1.5	17.166666666666668			1.5	96.31666666666668	-1	98.60000000000002	-1	93.85000000000001																					-1	98	-1	96					-1	93.24999999999999	-1	92.24999999999999
52	ouu	Oyy	0.5	37.66666666666667	0.5	17.666666666666668	-1	93.65	-1	95.31666666666668			0.5	94.35000000000001																																
53	iEi	IEi	0.6666666666666666	38.333333333333336	0.6666666666666666	18.333333333333336			0.6666666666666666	95.98333333333335	-1	97.60000000000002	-1	93.35000000000001													0.6666666666666666	95.58333333333334	0.6666666666666666	95.58333333333334							-1	95							-1	91.24999999999999
54	aEa	AeA	0.5	38.833333333333336	0.5	18.833333333333336	-1	92.65	-1	94.98333333333335			0.5	93.85000000000001																																
56	Oie	oiE	1.0	39.833333333333336	1.0	19.833333333333336	1.0	93.65	1.0	95.98333333333335			-1	92.85000000000001													-1	94.58333333333334	-1	94.58333333333334													-1	92.24999999999999	-1	90.24999999999999
57	oEE	Oee	0.5	40.333333333333336	0.5	20.333333333333336	-1	92.65	-1	94.98333333333335			0.5	93.35000000000001																																
58	iu	iy			0.4	20.733333333333334	-1	91.65	-1	93.98333333333335			0.4	93.75000000000001													0.4	94.98333333333335	0.4	94.98333333333335																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.3999999999999986	40.733333333333334																																										
60	Aiy	aiu	1.0	41.733333333333334	1.0	21.733333333333334	1.0	92.65	1.0	94.98333333333335			-1	92.75000000000001													-1	93.98333333333335	-1	93.98333333333335													-1	91.24999999999999	-1	89.24999999999999
62	yie	uiE	1.0	42.733333333333334	1.0	22.733333333333334	1.0	93.65	1.0	95.98333333333335			-1	91.75000000000001													-1	92.98333333333335	-1	92.98333333333335													-1	90.24999999999999	-1	88.24999999999999
63	ua	yA	0.5	43.233333333333334	0.5	23.233333333333334	-1	92.65	-1	94.98333333333335			0.5	92.25000000000001																																
64	Ioo	iOO	0.4	43.63333333333333	0.4	23.633333333333333	-1	91.65	-1	93.98333333333335	0.4	98.00000000000003	0.4	92.65000000000002																																
65	iaE	IaE	0.3333333333333333	43.96666666666667	0.3333333333333333	23.966666666666665			0.3333333333333333	94.31666666666668	-1	97.00000000000003	-1	91.65000000000002													0.3333333333333333	93.31666666666668	0.3333333333333333	93.31666666666668																
66	oEi	Oei	0.3333333333333333	44.300000000000004	0.3333333333333333	24.299999999999997	-1	90.65	-1	93.31666666666668			0.3333333333333333	91.98333333333335																													0.3333333333333333	90.58333333333331	0.3333333333333333	88.58333333333331
68	ieO	iEo			0.75	25.049999999999997	0.75	91.4	0.75	94.06666666666668			-1	90.98333333333335													-1	92.31666666666668	-1	92.31666666666668																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.7499999999999929	45.05																																										
71	aaI	aai			0.75	25.799999999999997			-1	93.06666666666668	0.75	97.75000000000003	0.75	91.73333333333335																													-1	89.58333333333331	-1	87.58333333333331
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	45.8																																										
72	ou	Oy	0.5	46.3	0.5	26.299999999999997	-1	90.4	-1	92.06666666666668			0.5	92.23333333333335																																
73	au	Ay	0.5	46.8	0.5	26.799999999999997	-1	89.4	-1	91.06666666666668			0.5	92.73333333333335																																
74	Oyy	ouu	0.2	47.0	0.2	26.999999999999996	0.2	89.60000000000001	0.2	91.26666666666668			-1	91.73333333333335																																
75	iOA	Ioa	0.4	47.4	0.4	27.399999999999995	0.4	90.00000000000001	0.4	91.66666666666669	-1	96.75000000000003	-1	90.73333333333335																																
76	oEo	OeO	0.5	47.9	0.5	27.899999999999995	-1	89.00000000000001	-1	90.66666666666669			0.5	91.23333333333335																																
78	aoi	AOi	0.3333333333333333	48.233333333333334	0.3333333333333333	28.233333333333327	-1	88.00000000000001	-1	89.66666666666669			0.3333333333333333	91.56666666666668																													0.3333333333333333	89.91666666666664	0.3333333333333333	87.91666666666664
81	io	Io	0.3333333333333333	48.56666666666667	0.3333333333333333	28.56666666666666			0.3333333333333333	90.00000000000001	-1	95.75000000000003	-1	90.56666666666668													0.3333333333333333	92.65	0.3333333333333333	92.65																
83	iAi	Iai	1.0	49.56666666666667	1.0	29.56666666666666	1.0	89.00000000000001	1.0	91.00000000000001	-1	94.75000000000003	-1	89.56666666666668																							-1	94					-1	88.91666666666664	-1	86.91666666666664
84	iOO	ioo			0.75	30.31666666666666	0.75	89.75000000000001	0.75	91.75000000000001			-1	88.56666666666668													-1	91.65	-1	91.65																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.7499999999999929	50.31666666666666																																										
86	oii	Oii	0.3333333333333333	50.65	0.3333333333333333	30.64999999999999	-1	88.75000000000001	-1	90.75000000000001			0.3333333333333333	88.9																													0.3333333333333333	89.24999999999997	0.3333333333333333	87.24999999999997
91	uui	yyi	0.3333333333333333	50.983333333333334	0.3333333333333333	30.983333333333324	-1	87.75000000000001	-1	89.75000000000001			0.3333333333333333	89.23333333333333																													0.3333333333333333	89.5833333333333	0.3333333333333333	87.5833333333333
92	iee	IEE	0.4	51.38333333333333	0.4	31.383333333333322	0.4	88.15000000000002	0.4	90.15000000000002	-1	93.75000000000003	-1	88.23333333333333																																
95	oEo	OeO	0.5	51.88333333333333	0.5	31.883333333333322	-1	87.15000000000002	-1	89.15000000000002			0.5	88.73333333333333																																
99	OyO	ouo	0.2	52.083333333333336	0.2	32.08333333333332	0.2	87.35000000000002	0.2	89.35000000000002			-1	87.73333333333333																																
103	oaa	OAA	0.5	52.583333333333336	0.5	32.58333333333332	-1	86.35000000000002	-1	88.35000000000002			0.5	88.23333333333333																																
107	oo	OO	0.5	53.083333333333336	0.5	33.08333333333332	-1	85.35000000000002	-1	87.35000000000002			0.5	88.73333333333333																																
108	AOA	aoa	0.2	53.28333333333334	0.2	33.283333333333324	0.2	85.55000000000003	0.2	87.55000000000003			-1	87.73333333333333																																
110	ie	iE			0.75	34.033333333333324	0.75	86.30000000000003	0.75	88.30000000000003			-1	86.73333333333333													-1	90.65	-1	90.65																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.7499999999999858	54.033333333333324																																										
114	iyy	iuu			0.75	34.783333333333324	0.75	87.05000000000003	0.75	89.05000000000003			-1	85.73333333333333													-1	89.65	-1	89.65																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	54.783333333333324																																										
116	Oie	oiE	1.0	55.783333333333324	1.0	35.783333333333324	1.0	88.05000000000003	1.0	90.05000000000003			-1	84.73333333333333													-1	88.65	-1	88.65													-1	88.5833333333333	-1	86.5833333333333
117	ai	Ai	0.3333333333333333	56.11666666666666	0.3333333333333333	36.11666666666666	-1	87.05000000000003	-1	89.05000000000003			0.3333333333333333	85.06666666666666																													0.3333333333333333	88.91666666666663	0.3333333333333333	86.91666666666663
118	aio	AiO	0.25	56.36666666666666	0.25	36.36666666666666	-1	86.05000000000003	-1	88.05000000000003			0.25	85.31666666666666													0.25	88.9	0.25	88.9													0.25	89.16666666666663	0.25	87.16666666666663
120	eA	Ea	0.2	56.56666666666666	0.2	36.56666666666666	0.2	86.25000000000003	0.2	88.25000000000003			-1	84.31666666666666																																
122	ieO	IEo	0.4	56.96666666666666	0.4	36.96666666666666	0.4	86.65000000000003	0.4	88.65000000000003	-1	92.75000000000003	-1	83.31666666666666																																
123	Aii	aii	0.6	57.56666666666666	0.6	37.56666666666666	0.6	87.25000000000003	0.6	89.25000000000003			-1	82.31666666666666																													-1	88.16666666666663	-1	86.16666666666663
125	ou	Oy	0.5	58.06666666666666	0.5	38.06666666666666	-1	86.25000000000003	-1	88.25000000000003			0.5	82.81666666666666																																
127	uoi	yOi	0.3333333333333333	58.4	0.3333333333333333	38.4	-1	85.25000000000003	-1	87.25000000000003			0.3333333333333333	83.14999999999999																													0.3333333333333333	88.49999999999996	0.3333333333333333	86.49999999999996
128	oE	Oe	0.5	58.9	0.5	38.9	-1	84.25000000000003	-1	86.25000000000003			0.5	83.64999999999999																																
130	yOi	uoi	0.6	59.5	0.6	39.5	0.6	84.85000000000002	0.6	86.85000000000002			-1	82.64999999999999																													-1	87.49999999999996	-1	85.49999999999996
134	iyi	Iui	1.0	60.5	1.0	40.5	1.0	85.85000000000002	1.0	87.85000000000002	-1	91.75000000000003	-1	81.64999999999999																							-1	93					-1	86.49999999999996	-1	84.49999999999996
135	Eui	eyi	0.3333333333333333	60.833333333333336	0.3333333333333333	40.833333333333336	-1	84.85000000000002	-1	86.85000000000002			0.3333333333333333	81.98333333333332																													0.3333333333333333	86.83333333333329	0.3333333333333333	84.83333333333329
138	auo	AyO	0.5	61.333333333333336	0.5	41.333333333333336	-1	83.85000000000002	-1	85.85000000000002			0.5	82.48333333333332																																
139	ooa	OOA	0.5	61.833333333333336	0.5	41.833333333333336	-1	82.85000000000002	-1	84.85000000000002			0.5	82.98333333333332																																
140	Eaa	eAA	0.5	62.333333333333336	0.5	42.333333333333336	-1	81.85000000000002	-1	83.85000000000002			0.5	83.48333333333332																																
142	Oey	oEu	0.2	62.53333333333334	0.2	42.53333333333334	0.2	82.05000000000003	0.2	84.05000000000003			-1	82.48333333333332																																
143	yii	uii	0.6	63.13333333333334	0.6	43.13333333333334	0.6	82.65000000000002	0.6	84.65000000000002			-1	81.48333333333332																													-1	85.83333333333329	-1	83.83333333333329
144	oEE	Oee	0.5	63.63333333333334	0.5	43.63333333333334	-1	81.65000000000002	-1	83.65000000000002			0.5	81.98333333333332																																
146	uoE	yOe	0.5	64.13333333333334	0.5	44.13333333333334	-1	80.65000000000002	-1	82.65000000000002			0.5	82.48333333333332																																
147	AOO	aoo	0.2	64.33333333333334	0.2	44.33333333333334	0.2	80.85000000000002	0.2	82.85000000000002			-1	81.48333333333332																																
148	iie	iiE			0.75	45.08333333333334	0.75	81.60000000000002	0.75	83.60000000000002			-1	80.48333333333332													-1	87.9	-1	87.9																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	65.08333333333334																																										
149	aoo	AOO	0.5	65.58333333333334	0.5	45.58333333333334	-1	80.60000000000002	-1	82.60000000000002			0.5	80.98333333333332																																
150	iee	IEE	0.4	65.98333333333335	0.4	45.98333333333334	0.4	81.00000000000003	0.4	83.00000000000003	-1	90.75000000000003	-1	79.98333333333332																																
151	iOy	Iou	0.4	66.38333333333335	0.4	46.38333333333334	0.4	81.40000000000003	0.4	83.40000000000003	-1	89.75000000000003	-1	78.98333333333332																																
152	Oi	oi	0.6	66.98333333333335	0.6	46.98333333333334	0.6	82.00000000000003	0.6	84.00000000000003			-1	77.98333333333332																													-1	84.83333333333329	-1	82.83333333333329
153	Eau	eAy	0.5	67.48333333333335	0.5	47.48333333333334	-1	81.00000000000003	-1	83.00000000000003			0.5	78.48333333333332																																
154	aEo	AeO	0.5	67.98333333333335	0.5	47.98333333333334	-1	80.00000000000003	-1	82.00000000000003			0.5	78.98333333333332																																
156	oua	OyA	0.5	68.48333333333335	0.5	48.48333333333334	-1	79.00000000000003	-1	81.00000000000003			0.5	79.48333333333332																																
157	iOA	Ioa	0.4	68.88333333333335	0.4	48.88333333333334	0.4	79.40000000000003	0.4	81.40000000000003	-1	88.75000000000003	-1	78.48333333333332																																
161	Oii	oii	0.6	69.48333333333335	0.6	49.48333333333334	0.6	80.00000000000003	0.6	82.00000000000003			-1	77.48333333333332																													-1	83.83333333333329	-1	81.83333333333329
165	aEa	AeA	0.5	69.98333333333335	0.5	49.98333333333334	-1	79.00000000000003	-1	81.00000000000003			0.5	77.98333333333332																																
166	aua	AyA	0.5	70.48333333333335	0.5	50.48333333333334	-1	78.00000000000003	-1	80.00000000000003			0.5	78.48333333333332																																
168	ou	Oy	0.5	70.98333333333335	0.5	50.98333333333334	-1	77.00000000000003	-1	79.00000000000003			0.5	78.98333333333332																																
170	iye	iuE			0.75	51.73333333333334	0.75	77.75000000000003	0.75	79.75000000000003			-1	77.98333333333332													-1	86.9	-1	86.9																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	71.73333333333335																																										
172	oau	OAy	0.5	72.23333333333335	0.5	52.23333333333334	-1	76.75000000000003	-1	78.75000000000003			0.5	78.48333333333332																																
173	Oie	oiE	1.0	73.23333333333335	1.0	53.23333333333334	1.0	77.75000000000003	1.0	79.75000000000003			-1	77.48333333333332													-1	85.9	-1	85.9													-1	82.83333333333329	-1	80.83333333333329
175	ieO	IEo	0.4	73.63333333333335	0.4	53.63333333333334	0.4	78.15000000000003	0.4	80.15000000000003	-1	87.75000000000003	-1	76.48333333333332																																
176	iye	iuE			0.75	54.38333333333334	0.75	78.90000000000003	0.75	80.90000000000003			-1	75.48333333333332													-1	84.9	-1	84.9																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.7499999999999858	74.38333333333334																																										
177	OiO	oio	1.0	75.38333333333334	1.0	55.38333333333334	1.0	79.90000000000003	1.0	81.90000000000003			-1	74.48333333333332													-1	83.9	-1	83.9													-1	81.83333333333329	-1	79.83333333333329
178	auu	Ayy	0.5	75.88333333333334	0.5	55.88333333333334	-1	78.90000000000003	-1	80.90000000000003			0.5	74.98333333333332																																
180	Oii	oii	0.6	76.48333333333333	0.6	56.48333333333334	0.6	79.50000000000003	0.6	81.50000000000003			-1	73.98333333333332																													-1	80.83333333333329	-1	78.83333333333329
183	oEu	Oey	0.5	76.98333333333333	0.5	56.98333333333334	-1	78.50000000000003	-1	80.50000000000003			0.5	74.48333333333332																																
184	yiA	uia	1.0	77.98333333333333	1.0	57.98333333333334	1.0	79.50000000000003	1.0	81.50000000000003			-1	73.48333333333332													-1	82.9	-1	82.9													-1	79.83333333333329	-1	77.83333333333329
187	Eoi	eOi	0.3333333333333333	78.31666666666666	0.3333333333333333	58.31666666666668	-1	78.50000000000003	-1	80.50000000000003			0.3333333333333333	73.81666666666665																													0.3333333333333333	80.16666666666661	0.3333333333333333	78.16666666666661
189	iey	iEu			0.75	59.06666666666668	0.75	79.25000000000003	0.75	81.25000000000003			-1	72.81666666666665													-1	81.9	-1	81.9																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.7500000000000142	79.06666666666668																																										
190	oou	OOy	0.5	79.56666666666668	0.5	59.56666666666668	-1	78.25000000000003	-1	80.25000000000003			0.5	73.31666666666665																																
193	ai	Ai	0.3333333333333333	79.9	0.3333333333333333	59.90000000000001	-1	77.25000000000003	-1	79.25000000000003			0.3333333333333333	73.64999999999998																													0.3333333333333333	80.49999999999994	0.3333333333333333	78.49999999999994
200	iyO	iuo			0.75	60.65000000000001	0.75	78.00000000000003	0.75	80.00000000000003			-1	72.64999999999998													-1	80.9	-1	80.9																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	80.65																																										
202	aEa	AeA	0.5	81.15	0.5	61.15000000000001	-1	77.00000000000003	-1	79.00000000000003			0.5	73.14999999999998																																
203	OOi	ooi	0.6	81.75	0.6	61.750000000000014	0.6	77.60000000000002	0.6	79.60000000000002			-1	72.14999999999998																													-1	79.49999999999994	-1	77.49999999999994
206	iyi	Iui	1.0	82.75	1.0	62.750000000000014	1.0	78.60000000000002	1.0	80.60000000000002	-1	86.75000000000003	-1	71.14999999999998																							-1	92					-1	78.49999999999994	-1	76.49999999999994
209	iuE	iye			0.4	63.15000000000001	-1	77.60000000000002	-1	79.60000000000002			0.4	71.54999999999998													0.4	81.30000000000001	0.4	81.30000000000001																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	83.15																																										
210	eiA	Eia	1.0	84.15	1.0	64.15	1.0	78.60000000000002	1.0	80.60000000000002			-1	70.54999999999998													-1	80.30000000000001	-1	80.30000000000001													-1	77.49999999999994	-1	75.49999999999994
211	iui	Iui	0.6666666666666666	84.81666666666668	0.6666666666666666	64.81666666666668			0.6666666666666666	81.2666666666667	-1	85.75000000000003	-1	69.54999999999998													0.6666666666666666	80.96666666666668	0.6666666666666666	80.96666666666668							-1	91							-1	74.49999999999994
214	iOe	IoE	0.4	85.21666666666668	0.4	65.21666666666668	0.4	79.00000000000003	0.4	81.6666666666667	-1	84.75000000000003	-1	68.54999999999998																																
216	ie	iE			0.75	65.96666666666668	0.75	79.75000000000003	0.75	82.4166666666667			-1	67.54999999999998													-1	79.96666666666668	-1	79.96666666666668																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	85.96666666666668																																										
218	ia	Ia	0.3333333333333333	86.30000000000001	0.3333333333333333	66.30000000000001			0.3333333333333333	82.75000000000003	-1	83.75000000000003	-1	66.54999999999998													0.3333333333333333	80.30000000000001	0.3333333333333333	80.30000000000001																
221	oIu	Oiy	0.4	86.70000000000002	0.4	66.70000000000002	-1	78.75000000000003	-1	81.75000000000003	0.4	84.15000000000003	0.4	66.94999999999999																																
226	iEo	ieO			0.4	67.10000000000002	-1	77.75000000000003	-1	80.75000000000003			0.4	67.35													0.4	80.70000000000002	0.4	80.70000000000002																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	87.10000000000002																																										
236	iia	iiA			0.4	67.50000000000003	-1	76.75000000000003	-1	79.75000000000003			0.4	67.75													0.4	81.10000000000002	0.4	81.10000000000002																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	87.50000000000003																																										
240	IEI	IEi			1.0	68.50000000000003			-1	78.75000000000003	1.0	85.15000000000003	1.0	68.75																							-1	90					-1	76.49999999999994	-1	73.49999999999994
	a priori	Id(Bk)Syl1>>Id(Bk)	1.0	88.50000000000003																																										
246	iOi	ioi			1.25	69.75000000000003	1.25	78.00000000000003	1.25	80.00000000000003			-1	67.75													-1	80.10000000000002	-1	80.10000000000002													-1	75.49999999999994	-1	72.49999999999994
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	89.75000000000003																																										
247	ii	Ii	1.5	91.25000000000003	1.5	71.25000000000003			1.5	81.50000000000003	-1	84.15000000000003	-1	66.75																					-1	97	-1	89					-1	74.49999999999994	-1	71.49999999999994
248	oIa	oia			1.25	72.50000000000003			-1	80.50000000000003	1.25	85.40000000000003	1.25	68.0													-1	79.10000000000002	-1	79.10000000000002													-1	73.49999999999994	-1	70.49999999999994
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	92.50000000000003																																										
251	iy	iu			0.75	73.25000000000003	0.75	78.75000000000003	0.75	81.25000000000003			-1	67.0													-1	78.10000000000002	-1	78.10000000000002																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	93.25000000000003																																										
255	IuI	Iui			1.0	74.25000000000003			-1	80.25000000000003	1.0	86.40000000000003	1.0	68.0																							-1	88					-1	72.49999999999994	-1	69.49999999999994
	a priori	Id(Bk)Syl1>>Id(Bk)	1.0	94.25000000000003																																										
260	iyA	iua			0.75	75.00000000000003	0.75	79.50000000000003	0.75	81.00000000000003			-1	67.0													-1	77.10000000000002	-1	77.10000000000002																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	95.00000000000003																																										
264	iuE	iye			0.4	75.40000000000003	-1	78.50000000000003	-1	80.00000000000003			0.4	67.4													0.4	77.50000000000003	0.4	77.50000000000003																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	95.40000000000003																																										
281	IoI	Ioi			1.0	76.40000000000003			-1	79.00000000000003	1.0	87.40000000000003	1.0	68.4																							-1	87					-1	71.49999999999994	-1	68.49999999999994
	a priori	Id(Bk)Syl1>>Id(Bk)	1.0	96.40000000000003																																										
285	iye	iuE			0.75	77.15000000000003	0.75	79.25000000000003	0.75	79.75000000000003			-1	67.4													-1	76.50000000000003	-1	76.50000000000003																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	97.15000000000003																																										
288	iio	iiO			0.4	77.55000000000004	-1	78.25000000000003	-1	78.75000000000003			0.4	67.80000000000001													0.4	76.90000000000003	0.4	76.90000000000003																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	97.55000000000004																																										
306	iai	iAi			0.2857142857142857	77.83571428571433	-1	77.25000000000003	-1	77.75000000000003			0.2857142857142857	68.0857142857143													0.2857142857142857	77.18571428571433	0.2857142857142857	77.18571428571433													0.2857142857142857	71.78571428571423	0.2857142857142857	68.78571428571423
	a priori	Id(Bk)Syl1>>Id(Bk)	0.2857142857142918	97.83571428571433																																										
307	IIE	IiE			1.75	79.58571428571433			-1	76.75000000000003	1.75	89.15000000000003	1.75	69.8357142857143													-1	76.18571428571433	-1	76.18571428571433					-1	96	-1	86					-1	70.78571428571423	-1	67.78571428571423
	a priori	Id(Bk)Syl1>>Id(Bk)	1.75	99.58571428571433																																										
318	ioa	iOA			0.4	79.98571428571434	-1	76.25000000000003	-1	75.75000000000003			0.4	70.23571428571431													0.4	76.58571428571433	0.4	76.58571428571433																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	99.98571428571434																																										
350	iAy	iau			0.75	80.73571428571434	0.75	77.00000000000003	0.75	76.50000000000003			-1	69.23571428571431													-1	75.58571428571433	-1	75.58571428571433																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	100.73571428571434																																										
371	IIu	Iiu			1.75	82.48571428571434			-1	75.50000000000003	1.75	90.90000000000003	1.75	70.98571428571431													-1	74.58571428571433	-1	74.58571428571433					-1	95	-1	85					-1	69.78571428571423	-1	66.78571428571423
	a priori	Id(Bk)Syl1>>Id(Bk)	1.75	102.48571428571434																																										
398	II	Ii			1.25	83.73571428571434			-1	74.50000000000003	1.25	92.15000000000003	1.25	72.23571428571431																					-1	94	-1	84					-1	68.78571428571423	-1	65.78571428571423
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	103.73571428571434																																										
400	III	Iii			1.25	84.98571428571434			-1	73.50000000000003	1.25	93.40000000000003	1.25	73.48571428571431																					-1	93	-1	83					-1	67.78571428571423	-1	64.78571428571423
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	104.98571428571434																																										
407	IIa	Iia			1.75	86.73571428571434			-1	72.50000000000003	1.75	95.15000000000003	1.75	75.23571428571431													-1	73.58571428571433	-1	73.58571428571433					-1	92	-1	82					-1	66.78571428571423	-1	63.785714285714235
	a priori	Id(Bk)Syl1>>Id(Bk)	1.75	106.73571428571434																																										
