			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	NonEmpty	*B2	*F3_B5	*F3..._B5	*_B5F3	*_B5...F3
			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	NonEmpty	*B2	*F3_B5	*F3..._B5	*_B5F3	*_B5...F3
	oy_		0	1	0	1	0	0	0	0	1	1
	_yo		0	2	1	1	0	0	1	1	0	0
	Ou_		1	1	0	1	0	0	1	1	0	0
	O_O		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_o		1	2	0	1	0	0	1	1	0	0
	Oy_		1	2	0	1	0	0	0	0	0	0
ouA	ouA		0	0	0	0	0	0	0	0	1	2
	oua		0	1	0	0	0	0	0	0	0	0
	oyA		0	1	0	0	0	0	0	0	1	1
	oya		0	2	0	0	0	0	1	1	1	1
	OuA		1	1	0	0	0	0	1	1	1	1
	Oua		1	2	0	0	0	0	1	2	0	0
	OyA		1	2	0	0	0	0	0	0	0	0
	Oya		1	3	0	0	0	0	1	1	0	0
	ou_		0	0	0	1	0	0	0	0	0	0
	o_A		0	0	0	1	0	0	0	0	1	1
	o__		0	0	0	2	0	0	0	0	0	0
	_uA		0	0	1	1	0	0	0	0	1	1
	_u_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_a		0	1	0	1	0	0	0	0	0	0
	_ua		0	1	1	1	0	0	0	0	0	0
	__a		0	1	1	2	0	0	0	0	0	0
	oy_		0	1	0	1	0	0	0	0	1	1
	_ya		0	2	1	1	0	0	1	1	0	0
	Ou_		1	1	0	1	0	0	1	1	0	0
	O_A		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_a		1	2	0	1	0	0	1	1	0	0
	Oy_		1	2	0	1	0	0	0	0	0	0
ouy	ouy		0	0	0	0	0	0	0	0	1	2
	ouu		0	1	0	0	0	0	0	0	0	0
	oyy		0	1	0	0	0	0	0	0	1	1
	oyu		0	2	0	0	0	0	1	1	1	1
	Ouy		1	1	0	0	0	0	1	1	1	1
	Ouu		1	2	0	0	0	0	1	2	0	0
	Oyy		1	2	0	0	0	0	0	0	0	0
	Oyu		1	3	0	0	0	0	1	1	0	0
	ou_		0	0	0	1	0	0	0	0	0	0
	o_y		0	0	0	1	0	0	0	0	1	1
	o__		0	0	0	2	0	0	0	0	0	0
	_uy		0	0	1	1	0	0	0	0	1	1
	_u_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_u		0	1	0	1	0	0	0	0	0	0
	_uu		0	1	1	1	0	0	0	0	0	0
	__u		0	1	1	2	0	0	0	0	0	0
	oy_		0	1	0	1	0	0	0	0	1	1
	_yu		0	2	1	1	0	0	1	1	0	0
	Ou_		1	1	0	1	0	0	1	1	0	0
	O_y		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_u		1	2	0	1	0	0	1	1	0	0
	Oy_		1	2	0	1	0	0	0	0	0	0
oue	oue	1	0	0	0	0	0	0	0	0	0	0
	ouE		0	1	0	0	0	1	0	0	0	0
	oye		0	1	0	0	0	0	0	0	1	1
	oyE		0	2	0	0	0	1	1	1	1	1
	Oue		1	1	0	0	0	0	1	1	0	0
	OuE		1	2	0	0	0	1	1	2	0	0
	Oye		1	2	0	0	0	0	0	0	0	0
	OyE		1	3	0	0	0	1	1	1	0	0
	ou_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_ue		0	0	1	1	0	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_E		0	1	0	1	0	1	0	0	0	0
	_uE		0	1	1	1	0	1	0	0	0	0
	__E		0	1	1	2	0	1	0	0	0	0
	oy_		0	1	0	1	0	0	0	0	1	1
	_ye		0	1	1	1	0	0	0	0	0	0
	_y_		0	1	1	2	0	0	0	0	0	0
	_yE		0	2	1	1	0	1	1	1	0	0
	Ou_		1	1	0	1	0	0	1	1	0	0
	O_e		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_E		1	2	0	1	0	1	1	1	0	0
	Oy_		1	2	0	1	0	0	0	0	0	0
oui	oui	1	0	0	0	0	0	0	0	0	0	0
	ouI		0	1	0	0	0	1	0	0	0	0
	oyi		0	1	0	0	0	0	0	0	1	1
	oyI		0	2	0	0	0	1	1	1	1	1
	Oui		1	1	0	0	0	0	1	1	0	0
	OuI		1	2	0	0	0	1	1	2	0	0
	Oyi		1	2	0	0	0	0	0	0	0	0
	OyI		1	3	0	0	0	1	1	1	0	0
	ou_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_ui		0	0	1	1	0	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_I		0	1	0	1	0	1	0	0	0	0
	_uI		0	1	1	1	0	1	0	0	0	0
	__I		0	1	1	2	0	1	0	0	0	0
	oy_		0	1	0	1	0	0	0	0	1	1
	_yi		0	1	1	1	0	0	0	0	0	0
	_y_		0	1	1	2	0	0	0	0	0	0
	_yI		0	2	1	1	0	1	1	1	0	0
	Ou_		1	1	0	1	0	0	1	1	0	0
	O_i		1	1	0	1	0	0	0	0	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_I		1	2	0	1	0	1	1	1	0	0
	Oy_		1	2	0	1	0	0	0	0	0	0
ouI	ouI		0	0	0	0	0	1	0	0	0	0
	oui		0	1	0	0	0	0	0	0	0	0
	oyI		0	1	0	0	0	1	1	1	1	1
	oyi		0	2	0	0	0	0	0	0	1	1
	OuI		1	1	0	0	0	1	1	2	0	0
	Oui		1	2	0	0	0	0	1	1	0	0
	OyI		1	2	0	0	0	1	1	1	0	0
	Oyi		1	3	0	0	0	0	0	0	0	0
	ou_		0	0	0	1	0	0	0	0	0	0
	o_I		0	0	0	1	0	1	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_uI		0	0	1	1	0	1	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0	0
	__I		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_i		0	1	0	1	0	0	0	0	0	0
	_ui		0	1	1	1	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	0	0
	oy_		0	1	0	1	0	0	0	0	1	1
	_yI		0	1	1	1	0	1	1	1	0	0
	_yi		0	2	1	1	0	0	0	0	0	0
	Ou_		1	1	0	1	0	0	1	1	0	0
	O_I		1	1	0	1	0	1	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_i		1	2	0	1	0	0	0	0	0	0
ouE	ouE		0	0	0	0	0	1	0	0	0	0
	oue		0	1	0	0	0	0	0	0	0	0
	oyE		0	1	0	0	0	1	1	1	1	1
	oye		0	2	0	0	0	0	0	0	1	1
	OuE		1	1	0	0	0	1	1	2	0	0
	Oue		1	2	0	0	0	0	1	1	0	0
	OyE		1	2	0	0	0	1	1	1	0	0
	Oye		1	3	0	0	0	0	0	0	0	0
	ou_		0	0	0	1	0	0	0	0	0	0
	o_E		0	0	0	1	0	1	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_uE		0	0	1	1	0	1	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0	0
	__E		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_e		0	1	0	1	0	0	0	0	0	0
	_ue		0	1	1	1	0	0	0	0	0	0
	__e		0	1	1	2	0	0	0	0	0	0
	oy_		0	1	0	1	0	0	0	0	1	1
	_yE		0	1	1	1	0	1	1	1	0	0
	_ye		0	2	1	1	0	0	0	0	0	0
	Ou_		1	1	0	1	0	0	1	1	0	0
	O_E		1	1	0	1	0	1	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_e		1	2	0	1	0	0	0	0	0	0
ouo	ouo	1	0	0	0	0	0	0	0	0	0	0
	ouO		0	1	0	0	0	0	0	0	1	2
	oyo		0	1	0	0	0	0	1	1	1	1
	oyO		0	2	0	0	0	0	0	0	1	1
	Ouo		1	1	0	0	0	0	1	2	0	0
	OuO		1	2	0	0	0	0	1	1	1	1
	Oyo		1	2	0	0	0	0	1	1	0	0
	OyO		1	3	0	0	0	0	0	0	0	0
	ou_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_uo		0	0	1	1	0	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_O		0	1	0	1	0	0	0	0	1	1
	_uO		0	1	1	1	0	0	0	0	1	1
	__O		0	1	1	2	0	0	0	0	0	0
	_yo		0	1	1	1	0	0	1	1	0	0
	_yO		0	2	1	1	0	0	0	0	0	0
	Ou_		1	1	0	1	0	0	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_O		1	2	0	1	0	0	0	0	0	0
oua	oua	1	0	0	0	0	0	0	0	0	0	0
	ouA		0	1	0	0	0	0	0	0	1	2
	oya		0	1	0	0	0	0	1	1	1	1
	oyA		0	2	0	0	0	0	0	0	1	1
	Oua		1	1	0	0	0	0	1	2	0	0
	OuA		1	2	0	0	0	0	1	1	1	1
	Oya		1	2	0	0	0	0	1	1	0	0
	OyA		1	3	0	0	0	0	0	0	0	0
	ou_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_ua		0	0	1	1	0	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_A		0	1	0	1	0	0	0	0	1	1
	_uA		0	1	1	1	0	0	0	0	1	1
	__A		0	1	1	2	0	0	0	0	0	0
	_ya		0	1	1	1	0	0	1	1	0	0
	_yA		0	2	1	1	0	0	0	0	0	0
	Ou_		1	1	0	1	0	0	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_A		1	2	0	1	0	0	0	0	0	0
ouu	ouu	1	0	0	0	0	0	0	0	0	0	0
	ouy		0	1	0	0	0	0	0	0	1	2
	oyu		0	1	0	0	0	0	1	1	1	1
	oyy		0	2	0	0	0	0	0	0	1	1
	Ouu		1	1	0	0	0	0	1	2	0	0
	Ouy		1	2	0	0	0	0	1	1	1	1
	Oyu		1	2	0	0	0	0	1	1	0	0
	Oyy		1	3	0	0	0	0	0	0	0	0
	ou_		0	0	0	1	0	0	0	0	0	0
	o__		0	0	0	2	0	0	0	0	0	0
	_uu		0	0	1	1	0	0	0	0	0	0
	_u_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	o_y		0	1	0	1	0	0	0	0	1	1
	_uy		0	1	1	1	0	0	0	0	1	1
	__y		0	1	1	2	0	0	0	0	0	0
	_yu		0	1	1	1	0	0	1	1	0	0
	_yy		0	2	1	1	0	0	0	0	0	0
	Ou_		1	1	0	1	0	0	1	1	0	0
	O__		1	1	0	2	0	0	0	0	0	0
	O_y		1	2	0	1	0	0	0	0	0	0
aOO	aOO		0	0	0	0	0	0	0	0	1	1
	aOo		0	1	0	0	0	0	1	1	1	1
	aoO		0	1	0	0	0	0	0	0	1	2
	aoo		0	2	0	0	0	0	0	0	0	0
	AOO		1	1	0	0	0	0	0	0	0	0
	AOo		1	2	0	0	0	0	1	1	0	0
	AoO		1	2	0	0	0	0	1	1	1	1
	Aoo		1	3	0	0	0	0	1	2	0	0
	aO_		0	0	0	1	0	0	0	0	1	1
	a__		0	0	0	2	0	0	0	0	0	0
	_OO		0	0	1	1	0	0	0	0	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_o		0	1	0	1	0	0	0	0	0	0
	_Oo		0	1	1	1	0	0	1	1	0	0
	__o		0	1	1	2	0	0	0	0	0	0
	_oO		0	1	1	1	0	0	0	0	1	1
	_oo		0	2	1	1	0	0	0	0	0	0
	AO_		1	1	0	1	0	0	0	0	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_o		1	2	0	1	0	0	1	1	0	0
aOA	aOA		0	0	0	0	0	0	0	0	1	1
	aOa		0	1	0	0	0	0	1	1	1	1
	aoA		0	1	0	0	0	0	0	0	1	2
	aoa		0	2	0	0	0	0	0	0	0	0
	AOA		1	1	0	0	0	0	0	0	0	0
	AOa		1	2	0	0	0	0	1	1	0	0
	AoA		1	2	0	0	0	0	1	1	1	1
	Aoa		1	3	0	0	0	0	1	2	0	0
	aO_		0	0	0	1	0	0	0	0	1	1
	a__		0	0	0	2	0	0	0	0	0	0
	_OA		0	0	1	1	0	0	0	0	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_a		0	1	0	1	0	0	0	0	0	0
	_Oa		0	1	1	1	0	0	1	1	0	0
	__a		0	1	1	2	0	0	0	0	0	0
	_oA		0	1	1	1	0	0	0	0	1	1
	_oa		0	2	1	1	0	0	0	0	0	0
	AO_		1	1	0	1	0	0	0	0	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_a		1	2	0	1	0	0	1	1	0	0
aOy	aOy		0	0	0	0	0	0	0	0	1	1
	aOu		0	1	0	0	0	0	1	1	1	1
	aoy		0	1	0	0	0	0	0	0	1	2
	aou		0	2	0	0	0	0	0	0	0	0
	AOy		1	1	0	0	0	0	0	0	0	0
	AOu		1	2	0	0	0	0	1	1	0	0
	Aoy		1	2	0	0	0	0	1	1	1	1
	Aou		1	3	0	0	0	0	1	2	0	0
	aO_		0	0	0	1	0	0	0	0	1	1
	a__		0	0	0	2	0	0	0	0	0	0
	_Oy		0	0	1	1	0	0	0	0	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_u		0	1	0	1	0	0	0	0	0	0
	_Ou		0	1	1	1	0	0	1	1	0	0
	__u		0	1	1	2	0	0	0	0	0	0
	_oy		0	1	1	1	0	0	0	0	1	1
	_ou		0	2	1	1	0	0	0	0	0	0
	AO_		1	1	0	1	0	0	0	0	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_u		1	2	0	1	0	0	1	1	0	0
aOe	aOe		0	0	0	0	0	0	0	0	1	1
	aOE		0	1	0	0	0	1	1	1	1	1
	aoe		0	1	0	0	0	0	0	0	0	0
	aoE		0	2	0	0	0	1	0	0	0	0
	AOe		1	1	0	0	0	0	0	0	0	0
	AOE		1	2	0	0	0	1	1	1	0	0
	Aoe		1	2	0	0	0	0	1	1	0	0
	AoE		1	3	0	0	0	1	1	2	0	0
	aO_		0	0	0	1	0	0	0	0	1	1
	a_e		0	0	0	1	0	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0
	_Oe		0	0	1	1	0	0	0	0	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_E		0	1	0	1	0	1	0	0	0	0
	_OE		0	1	1	1	0	1	1	1	0	0
	__E		0	1	1	2	0	1	0	0	0	0
	ao_		0	1	0	1	0	0	0	0	0	0
	_oe		0	1	1	1	0	0	0	0	0	0
	_o_		0	1	1	2	0	0	0	0	0	0
	_oE		0	2	1	1	0	1	0	0	0	0
	AO_		1	1	0	1	0	0	0	0	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_E		1	2	0	1	0	1	1	1	0	0
	Ao_		1	2	0	1	0	0	1	1	0	0
aOi	aOi		0	0	0	0	0	0	0	0	1	1
	aOI		0	1	0	0	0	1	1	1	1	1
	aoi		0	1	0	0	0	0	0	0	0	0
	aoI		0	2	0	0	0	1	0	0	0	0
	AOi		1	1	0	0	0	0	0	0	0	0
	AOI		1	2	0	0	0	1	1	1	0	0
	Aoi		1	2	0	0	0	0	1	1	0	0
	AoI		1	3	0	0	0	1	1	2	0	0
	aO_		0	0	0	1	0	0	0	0	1	1
	a_i		0	0	0	1	0	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0
	_Oi		0	0	1	1	0	0	0	0	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_I		0	1	0	1	0	1	0	0	0	0
	_OI		0	1	1	1	0	1	1	1	0	0
	__I		0	1	1	2	0	1	0	0	0	0
	ao_		0	1	0	1	0	0	0	0	0	0
	_oi		0	1	1	1	0	0	0	0	0	0
	_o_		0	1	1	2	0	0	0	0	0	0
	_oI		0	2	1	1	0	1	0	0	0	0
	AO_		1	1	0	1	0	0	0	0	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_I		1	2	0	1	0	1	1	1	0	0
	Ao_		1	2	0	1	0	0	1	1	0	0
aOI	aOI		0	0	0	0	0	1	1	1	1	1
	aOi		0	1	0	0	0	0	0	0	1	1
	aoI		0	1	0	0	0	1	0	0	0	0
	aoi		0	2	0	0	0	0	0	0	0	0
	AOI		1	1	0	0	0	1	1	1	0	0
	AOi		1	2	0	0	0	0	0	0	0	0
	AoI		1	2	0	0	0	1	1	2	0	0
	Aoi		1	3	0	0	0	0	1	1	0	0
	aO_		0	0	0	1	0	0	0	0	1	1
	a_I		0	0	0	1	0	1	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0
	_OI		0	0	1	1	0	1	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	__I		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_i		0	1	0	1	0	0	0	0	0	0
	_Oi		0	1	1	1	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	0	0
	_oI		0	1	1	1	0	1	0	0	0	0
	_oi		0	2	1	1	0	0	0	0	0	0
	AO_		1	1	0	1	0	0	0	0	0	0
	A_I		1	1	0	1	0	1	1	1	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_i		1	2	0	1	0	0	0	0	0	0
	Ao_		1	2	0	1	0	0	1	1	0	0
aOE	aOE		0	0	0	0	0	1	1	1	1	1
	aOe		0	1	0	0	0	0	0	0	1	1
	aoE		0	1	0	0	0	1	0	0	0	0
	aoe		0	2	0	0	0	0	0	0	0	0
	AOE		1	1	0	0	0	1	1	1	0	0
	AOe		1	2	0	0	0	0	0	0	0	0
	AoE		1	2	0	0	0	1	1	2	0	0
	Aoe		1	3	0	0	0	0	1	1	0	0
	aO_		0	0	0	1	0	0	0	0	1	1
	a_E		0	0	0	1	0	1	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0
	_OE		0	0	1	1	0	1	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	__E		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_e		0	1	0	1	0	0	0	0	0	0
	_Oe		0	1	1	1	0	0	0	0	0	0
	__e		0	1	1	2	0	0	0	0	0	0
	_oE		0	1	1	1	0	1	0	0	0	0
	_oe		0	2	1	1	0	0	0	0	0	0
	AO_		1	1	0	1	0	0	0	0	0	0
	A_E		1	1	0	1	0	1	1	1	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_e		1	2	0	1	0	0	0	0	0	0
	Ao_		1	2	0	1	0	0	1	1	0	0
aOo	aOo		0	0	0	0	0	0	1	1	1	1
	aOO		0	1	0	0	0	0	0	0	1	1
	aoo		0	1	0	0	0	0	0	0	0	0
	aoO		0	2	0	0	0	0	0	0	1	2
	AOo		1	1	0	0	0	0	1	1	0	0
	AOO		1	2	0	0	0	0	0	0	0	0
	Aoo		1	2	0	0	0	0	1	2	0	0
	AoO		1	3	0	0	0	0	1	1	1	1
	aO_		0	0	0	1	0	0	0	0	1	1
	a_o		0	0	0	1	0	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0
	_Oo		0	0	1	1	0	0	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_O		0	1	0	1	0	0	0	0	1	1
	_OO		0	1	1	1	0	0	0	0	0	0
	__O		0	1	1	2	0	0	0	0	0	0
	ao_		0	1	0	1	0	0	0	0	0	0
	_oO		0	2	1	1	0	0	0	0	1	1
	AO_		1	1	0	1	0	0	0	0	0	0
	A_o		1	1	0	1	0	0	1	1	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_O		1	2	0	1	0	0	0	0	0	0
	Ao_		1	2	0	1	0	0	1	1	0	0
aOa	aOa		0	0	0	0	0	0	1	1	1	1
	aOA		0	1	0	0	0	0	0	0	1	1
	aoa		0	1	0	0	0	0	0	0	0	0
	aoA		0	2	0	0	0	0	0	0	1	2
	AOa		1	1	0	0	0	0	1	1	0	0
	AOA		1	2	0	0	0	0	0	0	0	0
	Aoa		1	2	0	0	0	0	1	2	0	0
	AoA		1	3	0	0	0	0	1	1	1	1
	aO_		0	0	0	1	0	0	0	0	1	1
	a_a		0	0	0	1	0	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0
	_Oa		0	0	1	1	0	0	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_A		0	1	0	1	0	0	0	0	1	1
	_OA		0	1	1	1	0	0	0	0	0	0
	__A		0	1	1	2	0	0	0	0	0	0
	ao_		0	1	0	1	0	0	0	0	0	0
	_oA		0	2	1	1	0	0	0	0	1	1
	AO_		1	1	0	1	0	0	0	0	0	0
	A_a		1	1	0	1	0	0	1	1	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_A		1	2	0	1	0	0	0	0	0	0
	Ao_		1	2	0	1	0	0	1	1	0	0
aOu	aOu		0	0	0	0	0	0	1	1	1	1
	aOy		0	1	0	0	0	0	0	0	1	1
	aou		0	1	0	0	0	0	0	0	0	0
	aoy		0	2	0	0	0	0	0	0	1	2
	AOu		1	1	0	0	0	0	1	1	0	0
	AOy		1	2	0	0	0	0	0	0	0	0
	Aou		1	2	0	0	0	0	1	2	0	0
	Aoy		1	3	0	0	0	0	1	1	1	1
	aO_		0	0	0	1	0	0	0	0	1	1
	a_u		0	0	0	1	0	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0
	_Ou		0	0	1	1	0	0	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_y		0	1	0	1	0	0	0	0	1	1
	_Oy		0	1	1	1	0	0	0	0	0	0
	__y		0	1	1	2	0	0	0	0	0	0
	ao_		0	1	0	1	0	0	0	0	0	0
	_oy		0	2	1	1	0	0	0	0	1	1
	AO_		1	1	0	1	0	0	0	0	0	0
	A_u		1	1	0	1	0	0	1	1	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_y		1	2	0	1	0	0	0	0	0	0
	Ao_		1	2	0	1	0	0	1	1	0	0
aAO	aAO		0	0	0	0	0	0	0	0	1	1
	aAo		0	1	0	0	0	0	1	1	1	1
	aaO		0	1	0	0	0	0	0	0	1	2
	aao		0	2	0	0	0	0	0	0	0	0
	AAO		1	1	0	0	0	0	0	0	0	0
	AAo		1	2	0	0	0	0	1	1	0	0
	AaO		1	2	0	0	0	0	1	1	1	1
	Aao		1	3	0	0	0	0	1	2	0	0
	aA_		0	0	0	1	0	0	0	0	1	1
	a__		0	0	0	2	0	0	0	0	0	0
	_AO		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_o		0	1	0	1	0	0	0	0	0	0
	_Ao		0	1	1	1	0	0	1	1	0	0
	__o		0	1	1	2	0	0	0	0	0	0
	_aO		0	1	1	1	0	0	0	0	1	1
	_ao		0	2	1	1	0	0	0	0	0	0
	AA_		1	1	0	1	0	0	0	0	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_o		1	2	0	1	0	0	1	1	0	0
aAA	aAA		0	0	0	0	0	0	0	0	1	1
	aAa		0	1	0	0	0	0	1	1	1	1
	aaA		0	1	0	0	0	0	0	0	1	2
	aaa		0	2	0	0	0	0	0	0	0	0
	AAA		1	1	0	0	0	0	0	0	0	0
	AAa		1	2	0	0	0	0	1	1	0	0
	AaA		1	2	0	0	0	0	1	1	1	1
	Aaa		1	3	0	0	0	0	1	2	0	0
	aA_		0	0	0	1	0	0	0	0	1	1
	a__		0	0	0	2	0	0	0	0	0	0
	_AA		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_a		0	1	0	1	0	0	0	0	0	0
	_Aa		0	1	1	1	0	0	1	1	0	0
	__a		0	1	1	2	0	0	0	0	0	0
	_aA		0	1	1	1	0	0	0	0	1	1
	_aa		0	2	1	1	0	0	0	0	0	0
	AA_		1	1	0	1	0	0	0	0	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_a		1	2	0	1	0	0	1	1	0	0
aAy	aAy		0	0	0	0	0	0	0	0	1	1
	aAu		0	1	0	0	0	0	1	1	1	1
	aay		0	1	0	0	0	0	0	0	1	2
	aau		0	2	0	0	0	0	0	0	0	0
	AAy		1	1	0	0	0	0	0	0	0	0
	AAu		1	2	0	0	0	0	1	1	0	0
	Aay		1	2	0	0	0	0	1	1	1	1
	Aau		1	3	0	0	0	0	1	2	0	0
	aA_		0	0	0	1	0	0	0	0	1	1
	a__		0	0	0	2	0	0	0	0	0	0
	_Ay		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_u		0	1	0	1	0	0	0	0	0	0
	_Au		0	1	1	1	0	0	1	1	0	0
	__u		0	1	1	2	0	0	0	0	0	0
	_ay		0	1	1	1	0	0	0	0	1	1
	_au		0	2	1	1	0	0	0	0	0	0
	AA_		1	1	0	1	0	0	0	0	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_u		1	2	0	1	0	0	1	1	0	0
aAe	aAe		0	0	0	0	0	0	0	0	1	1
	aAE		0	1	0	0	0	1	1	1	1	1
	aae		0	1	0	0	0	0	0	0	0	0
	aaE		0	2	0	0	0	1	0	0	0	0
	AAe		1	1	0	0	0	0	0	0	0	0
	AAE		1	2	0	0	0	1	1	1	0	0
	Aae		1	2	0	0	0	0	1	1	0	0
	AaE		1	3	0	0	0	1	1	2	0	0
	aA_		0	0	0	1	0	0	0	0	1	1
	a_e		0	0	0	1	0	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0
	_Ae		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	a_E		0	1	0	1	0	1	0	0	0	0
	_AE		0	1	1	1	0	1	1	1	0	0
	__E		0	1	1	2	0	1	0	0	0	0
	aa_		0	1	0	1	0	0	0	0	0	0
	_ae		0	1	1	1	0	0	0	0	0	0
	_a_		0	1	1	2	0	0	0	0	0	0
	_aE		0	2	1	1	0	1	0	0	0	0
	AA_		1	1	0	1	0	0	0	0	0	0
	A__		1	1	0	2	0	0	0	0	0	0
	A_E		1	2	0	1	0	1	1	1	0	0
	Aa_		1	2	0	1	0	0	1	1	0	0
aAi	aAi		0	0	0	0	0	0	0	0	1	1
	aAI		0	1	0	0	0	1	1	1	1	1
	aai		0	1	0	0	0	0	0	0	0	0
	aaI		0	2	0	0	0	1	0	0	0	0
	AAi		1	1	0	0	0	0	0	0	0	0
	AAI		1	2	0	0	0	1	1	1	0	0
	Aai		1	2	0	0	0	0	1	1	0	0
	AaI		1	3	0	0	0	1	1	2	0	0
	aA_		0	0	0	1	0	0	0	0	1	1
	a_i		0	0	0	1	0	0	0	0	0	0
	a__		0	0	0	2	0	0	0	0	0	0
	_Ai		0	0	1	1	0	0	0	0	0	0
