			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	NonEmpty	*B2	*F3_B5	*F3..._B5	*_B5F3	*_B5...F3
			Id(Bk)Syl1	Id(Bk)	MaxIOSyl1	MaxIO	NonEmpty	*B2	*F3_B5	*F3..._B5	*_B5F3	*_B5...F3
	IOy		1	1	0	0	0	1	0	0	1	1
	IOu		1	2	0	0	0	1	1	1	1	1
	Ioy		1	2	0	0	0	1	0	0	1	2
	Iou		1	3	0	0	0	1	0	0	0	0
	iO_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_Oy		0	0	1	1	0	0	0	0	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_u		0	1	0	1	0	0	0	0	0	0
	_Ou		0	1	1	1	0	0	1	1	0	0
	__u		0	1	1	2	0	0	0	0	0	0
	_oy		0	1	1	1	0	0	0	0	1	1
	_ou		0	2	1	1	0	0	0	0	0	0
	IO_		1	1	0	1	0	1	0	0	1	1
	I__		1	1	0	2	0	1	0	0	0	0
	I_u		1	2	0	1	0	1	0	0	0	0
iOe	iOe	1	0	0	0	0	0	0	0	0	0	0
	iOE		0	1	0	0	0	1	1	1	0	0
	ioe		0	1	0	0	0	0	0	0	0	0
	ioE		0	2	0	0	0	1	0	0	0	0
	IOe		1	1	0	0	0	1	0	0	1	1
	IOE		1	2	0	0	0	2	1	1	1	1
	Ioe		1	2	0	0	0	1	0	0	0	0
	IoE		1	3	0	0	0	2	0	0	0	0
	iO_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_Oe		0	0	1	1	0	0	0	0	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_E		0	1	0	1	0	1	0	0	0	0
	_OE		0	1	1	1	0	1	1	1	0	0
	__E		0	1	1	2	0	1	0	0	0	0
	io_		0	1	0	1	0	0	0	0	0	0
	_oe		0	1	1	1	0	0	0	0	0	0
	_o_		0	1	1	2	0	0	0	0	0	0
	_oE		0	2	1	1	0	1	0	0	0	0
	IO_		1	1	0	1	0	1	0	0	1	1
	I_e		1	1	0	1	0	1	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_E		1	2	0	1	0	2	0	0	0	0
	Io_		1	2	0	1	0	1	0	0	0	0
iOi	iOi	1	0	0	0	0	0	0	0	0	0	0
	iOI		0	1	0	0	0	1	1	1	0	0
	ioi		0	1	0	0	0	0	0	0	0	0
	ioI		0	2	0	0	0	1	0	0	0	0
	IOi		1	1	0	0	0	1	0	0	1	1
	IOI		1	2	0	0	0	2	1	1	1	1
	Ioi		1	2	0	0	0	1	0	0	0	0
	IoI		1	3	0	0	0	2	0	0	0	0
	iO_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_Oi		0	0	1	1	0	0	0	0	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_I		0	1	0	1	0	1	0	0	0	0
	_OI		0	1	1	1	0	1	1	1	0	0
	__I		0	1	1	2	0	1	0	0	0	0
	io_		0	1	0	1	0	0	0	0	0	0
	_oi		0	1	1	1	0	0	0	0	0	0
	_o_		0	1	1	2	0	0	0	0	0	0
	_oI		0	2	1	1	0	1	0	0	0	0
	IO_		1	1	0	1	0	1	0	0	1	1
	I_i		1	1	0	1	0	1	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_I		1	2	0	1	0	2	0	0	0	0
	Io_		1	2	0	1	0	1	0	0	0	0
iOI	iOI		0	0	0	0	0	1	1	1	0	0
	iOi		0	1	0	0	0	0	0	0	0	0
	ioI		0	1	0	0	0	1	0	0	0	0
	ioi		0	2	0	0	0	0	0	0	0	0
	IOI		1	1	0	0	0	2	1	1	1	1
	IOi		1	2	0	0	0	1	0	0	1	1
	IoI		1	2	0	0	0	2	0	0	0	0
	Ioi		1	3	0	0	0	1	0	0	0	0
	iO_		0	0	0	1	0	0	0	0	0	0
	i_I		0	0	0	1	0	1	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_OI		0	0	1	1	0	1	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	__I		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_i		0	1	0	1	0	0	0	0	0	0
	_Oi		0	1	1	1	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	0	0
	_oI		0	1	1	1	0	1	0	0	0	0
	_oi		0	2	1	1	0	0	0	0	0	0
	IO_		1	1	0	1	0	1	0	0	1	1
	I_I		1	1	0	1	0	2	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_i		1	2	0	1	0	1	0	0	0	0
iOE	iOE		0	0	0	0	0	1	1	1	0	0
	iOe		0	1	0	0	0	0	0	0	0	0
	ioE		0	1	0	0	0	1	0	0	0	0
	ioe		0	2	0	0	0	0	0	0	0	0
	IOE		1	1	0	0	0	2	1	1	1	1
	IOe		1	2	0	0	0	1	0	0	1	1
	IoE		1	2	0	0	0	2	0	0	0	0
	Ioe		1	3	0	0	0	1	0	0	0	0
	iO_		0	0	0	1	0	0	0	0	0	0
	i_E		0	0	0	1	0	1	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_OE		0	0	1	1	0	1	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	__E		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_e		0	1	0	1	0	0	0	0	0	0
	_Oe		0	1	1	1	0	0	0	0	0	0
	__e		0	1	1	2	0	0	0	0	0	0
	_oE		0	1	1	1	0	1	0	0	0	0
	_oe		0	2	1	1	0	0	0	0	0	0
	IO_		1	1	0	1	0	1	0	0	1	1
	I_E		1	1	0	1	0	2	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_e		1	2	0	1	0	1	0	0	0	0
iOo	iOo		0	0	0	0	0	0	1	1	0	0
	iOO		0	1	0	0	0	0	0	0	0	0
	ioO		0	2	0	0	0	0	0	0	1	1
	IOo		1	1	0	0	0	1	1	1	1	1
	IOO		1	2	0	0	0	1	0	0	1	1
	Ioo		1	2	0	0	0	1	0	0	0	0
	IoO		1	3	0	0	0	1	0	0	1	2
	iO_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_Oo		0	0	1	1	0	0	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_O		0	1	0	1	0	0	0	0	0	0
	_OO		0	1	1	1	0	0	0	0	0	0
	__O		0	1	1	2	0	0	0	0	0	0
	_oO		0	2	1	1	0	0	0	0	1	1
	IO_		1	1	0	1	0	1	0	0	1	1
	I_o		1	1	0	1	0	1	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_O		1	2	0	1	0	1	0	0	1	1
	Io_		1	2	0	1	0	1	0	0	0	0
iOa	iOa		0	0	0	0	0	0	1	1	0	0
	iOA		0	1	0	0	0	0	0	0	0	0
	ioA		0	2	0	0	0	0	0	0	1	1
	IOa		1	1	0	0	0	1	1	1	1	1
	IOA		1	2	0	0	0	1	0	0	1	1
	Ioa		1	2	0	0	0	1	0	0	0	0
	IoA		1	3	0	0	0	1	0	0	1	2
	iO_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_Oa		0	0	1	1	0	0	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_A		0	1	0	1	0	0	0	0	0	0
	_OA		0	1	1	1	0	0	0	0	0	0
	__A		0	1	1	2	0	0	0	0	0	0
	_oA		0	2	1	1	0	0	0	0	1	1
	IO_		1	1	0	1	0	1	0	0	1	1
	I_a		1	1	0	1	0	1	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_A		1	2	0	1	0	1	0	0	1	1
	Io_		1	2	0	1	0	1	0	0	0	0
iOu	iOu		0	0	0	0	0	0	1	1	0	0
	iOy		0	1	0	0	0	0	0	0	0	0
	ioy		0	2	0	0	0	0	0	0	1	1
	IOu		1	1	0	0	0	1	1	1	1	1
	IOy		1	2	0	0	0	1	0	0	1	1
	Iou		1	2	0	0	0	1	0	0	0	0
	Ioy		1	3	0	0	0	1	0	0	1	2
	iO_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_Ou		0	0	1	1	0	0	1	1	0	0
	_O_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_y		0	1	0	1	0	0	0	0	0	0
	_Oy		0	1	1	1	0	0	0	0	0	0
	__y		0	1	1	2	0	0	0	0	0	0
	_oy		0	2	1	1	0	0	0	0	1	1
	IO_		1	1	0	1	0	1	0	0	1	1
	I_u		1	1	0	1	0	1	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_y		1	2	0	1	0	1	0	0	1	1
	Io_		1	2	0	1	0	1	0	0	0	0
iAO	iAO	1	0	0	0	0	0	0	0	0	0	0
	iAo		0	1	0	0	0	0	1	1	0	0
	iaO		0	1	0	0	0	0	0	0	1	1
	iao		0	2	0	0	0	0	0	0	0	0
	IAO		1	1	0	0	0	1	0	0	1	1
	IAo		1	2	0	0	0	1	1	1	1	1
	IaO		1	2	0	0	0	1	0	0	1	2
	Iao		1	3	0	0	0	1	0	0	0	0
	iA_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_AO		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_o		0	1	0	1	0	0	0	0	0	0
	_Ao		0	1	1	1	0	0	1	1	0	0
	__o		0	1	1	2	0	0	0	0	0	0
	_aO		0	1	1	1	0	0	0	0	1	1
	_ao		0	2	1	1	0	0	0	0	0	0
	IA_		1	1	0	1	0	1	0	0	1	1
	I__		1	1	0	2	0	1	0	0	0	0
	I_o		1	2	0	1	0	1	0	0	0	0
iAA	iAA	1	0	0	0	0	0	0	0	0	0	0
	iAa		0	1	0	0	0	0	1	1	0	0
	iaA		0	1	0	0	0	0	0	0	1	1
	iaa		0	2	0	0	0	0	0	0	0	0
	IAA		1	1	0	0	0	1	0	0	1	1
	IAa		1	2	0	0	0	1	1	1	1	1
	IaA		1	2	0	0	0	1	0	0	1	2
	Iaa		1	3	0	0	0	1	0	0	0	0
	iA_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_AA		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_a		0	1	0	1	0	0	0	0	0	0
	_Aa		0	1	1	1	0	0	1	1	0	0
	__a		0	1	1	2	0	0	0	0	0	0
	_aA		0	1	1	1	0	0	0	0	1	1
	_aa		0	2	1	1	0	0	0	0	0	0
	IA_		1	1	0	1	0	1	0	0	1	1
	I__		1	1	0	2	0	1	0	0	0	0
	I_a		1	2	0	1	0	1	0	0	0	0
iAy	iAy	1	0	0	0	0	0	0	0	0	0	0
	iAu		0	1	0	0	0	0	1	1	0	0
	iay		0	1	0	0	0	0	0	0	1	1
	iau		0	2	0	0	0	0	0	0	0	0
	IAy		1	1	0	0	0	1	0	0	1	1
	IAu		1	2	0	0	0	1	1	1	1	1
	Iay		1	2	0	0	0	1	0	0	1	2
	Iau		1	3	0	0	0	1	0	0	0	0
	iA_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_Ay		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_u		0	1	0	1	0	0	0	0	0	0
	_Au		0	1	1	1	0	0	1	1	0	0
	__u		0	1	1	2	0	0	0	0	0	0
	_ay		0	1	1	1	0	0	0	0	1	1
	_au		0	2	1	1	0	0	0	0	0	0
	IA_		1	1	0	1	0	1	0	0	1	1
	I__		1	1	0	2	0	1	0	0	0	0
	I_u		1	2	0	1	0	1	0	0	0	0
iAe	iAe	1	0	0	0	0	0	0	0	0	0	0
	iAE		0	1	0	0	0	1	1	1	0	0
	iae		0	1	0	0	0	0	0	0	0	0
	iaE		0	2	0	0	0	1	0	0	0	0
	IAe		1	1	0	0	0	1	0	0	1	1
	IAE		1	2	0	0	0	2	1	1	1	1
	Iae		1	2	0	0	0	1	0	0	0	0
	IaE		1	3	0	0	0	2	0	0	0	0
	iA_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_Ae		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_E		0	1	0	1	0	1	0	0	0	0
	_AE		0	1	1	1	0	1	1	1	0	0
	__E		0	1	1	2	0	1	0	0	0	0
	ia_		0	1	0	1	0	0	0	0	0	0
	_ae		0	1	1	1	0	0	0	0	0	0
	_a_		0	1	1	2	0	0	0	0	0	0
	_aE		0	2	1	1	0	1	0	0	0	0
	IA_		1	1	0	1	0	1	0	0	1	1
	I_e		1	1	0	1	0	1	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_E		1	2	0	1	0	2	0	0	0	0
	Ia_		1	2	0	1	0	1	0	0	0	0
iAi	iAi	1	0	0	0	0	0	0	0	0	0	0
	iAI		0	1	0	0	0	1	1	1	0	0
	iai		0	1	0	0	0	0	0	0	0	0
	iaI		0	2	0	0	0	1	0	0	0	0
	IAi		1	1	0	0	0	1	0	0	1	1
	IAI		1	2	0	0	0	2	1	1	1	1
	Iai		1	2	0	0	0	1	0	0	0	0
	IaI		1	3	0	0	0	2	0	0	0	0
	iA_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_Ai		0	0	1	1	0	0	0	0	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_I		0	1	0	1	0	1	0	0	0	0
	_AI		0	1	1	1	0	1	1	1	0	0
	__I		0	1	1	2	0	1	0	0	0	0
	ia_		0	1	0	1	0	0	0	0	0	0
	_ai		0	1	1	1	0	0	0	0	0	0
	_a_		0	1	1	2	0	0	0	0	0	0
	_aI		0	2	1	1	0	1	0	0	0	0
	IA_		1	1	0	1	0	1	0	0	1	1
	I_i		1	1	0	1	0	1	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_I		1	2	0	1	0	2	0	0	0	0
	Ia_		1	2	0	1	0	1	0	0	0	0
iAI	iAI		0	0	0	0	0	1	1	1	0	0
	iAi		0	1	0	0	0	0	0	0	0	0
	iaI		0	1	0	0	0	1	0	0	0	0
	iai		0	2	0	0	0	0	0	0	0	0
	IAI		1	1	0	0	0	2	1	1	1	1
	IAi		1	2	0	0	0	1	0	0	1	1
	IaI		1	2	0	0	0	2	0	0	0	0
	Iai		1	3	0	0	0	1	0	0	0	0
	iA_		0	0	0	1	0	0	0	0	0	0
	i_I		0	0	0	1	0	1	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_AI		0	0	1	1	0	1	1	1	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	__I		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_i		0	1	0	1	0	0	0	0	0	0
	_Ai		0	1	1	1	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	0	0
	_aI		0	1	1	1	0	1	0	0	0	0
	_ai		0	2	1	1	0	0	0	0	0	0
	IA_		1	1	0	1	0	1	0	0	1	1
	I_I		1	1	0	1	0	2	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_i		1	2	0	1	0	1	0	0	0	0
iAE	iAE		0	0	0	0	0	1	1	1	0	0
	iAe		0	1	0	0	0	0	0	0	0	0
	iaE		0	1	0	0	0	1	0	0	0	0
	iae		0	2	0	0	0	0	0	0	0	0
	IAE		1	1	0	0	0	2	1	1	1	1
	IAe		1	2	0	0	0	1	0	0	1	1
	IaE		1	2	0	0	0	2	0	0	0	0
	Iae		1	3	0	0	0	1	0	0	0	0
	iA_		0	0	0	1	0	0	0	0	0	0
	i_E		0	0	0	1	0	1	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_AE		0	0	1	1	0	1	1	1	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	__E		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_e		0	1	0	1	0	0	0	0	0	0
	_Ae		0	1	1	1	0	0	0	0	0	0
	__e		0	1	1	2	0	0	0	0	0	0
	_aE		0	1	1	1	0	1	0	0	0	0
	_ae		0	2	1	1	0	0	0	0	0	0
	IA_		1	1	0	1	0	1	0	0	1	1
	I_E		1	1	0	1	0	2	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_e		1	2	0	1	0	1	0	0	0	0
iAo	iAo		0	0	0	0	0	0	1	1	0	0
	iAO		0	1	0	0	0	0	0	0	0	0
	iaO		0	2	0	0	0	0	0	0	1	1
	IAo		1	1	0	0	0	1	1	1	1	1
	IAO		1	2	0	0	0	1	0	0	1	1
	Iao		1	2	0	0	0	1	0	0	0	0
	IaO		1	3	0	0	0	1	0	0	1	2
	iA_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_Ao		0	0	1	1	0	0	1	1	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_O		0	1	0	1	0	0	0	0	0	0
	_AO		0	1	1	1	0	0	0	0	0	0
	__O		0	1	1	2	0	0	0	0	0	0
	_aO		0	2	1	1	0	0	0	0	1	1
	IA_		1	1	0	1	0	1	0	0	1	1
	I_o		1	1	0	1	0	1	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_O		1	2	0	1	0	1	0	0	1	1
	Ia_		1	2	0	1	0	1	0	0	0	0
iAa	iAa		0	0	0	0	0	0	1	1	0	0
	iAA		0	1	0	0	0	0	0	0	0	0
	iaA		0	2	0	0	0	0	0	0	1	1
	IAa		1	1	0	0	0	1	1	1	1	1
	IAA		1	2	0	0	0	1	0	0	1	1
	Iaa		1	2	0	0	0	1	0	0	0	0
	IaA		1	3	0	0	0	1	0	0	1	2
	iA_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_Aa		0	0	1	1	0	0	1	1	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_A		0	1	0	1	0	0	0	0	0	0
	_AA		0	1	1	1	0	0	0	0	0	0
	__A		0	1	1	2	0	0	0	0	0	0
	_aA		0	2	1	1	0	0	0	0	1	1
	IA_		1	1	0	1	0	1	0	0	1	1
	I_a		1	1	0	1	0	1	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_A		1	2	0	1	0	1	0	0	1	1
	Ia_		1	2	0	1	0	1	0	0	0	0
iAu	iAu		0	0	0	0	0	0	1	1	0	0
	iAy		0	1	0	0	0	0	0	0	0	0
	iay		0	2	0	0	0	0	0	0	1	1
	IAu		1	1	0	0	0	1	1	1	1	1
	IAy		1	2	0	0	0	1	0	0	1	1
	Iau		1	2	0	0	0	1	0	0	0	0
	Iay		1	3	0	0	0	1	0	0	1	2
	iA_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_Au		0	0	1	1	0	0	1	1	0	0
	_A_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_y		0	1	0	1	0	0	0	0	0	0
	_Ay		0	1	1	1	0	0	0	0	0	0
	__y		0	1	1	2	0	0	0	0	0	0
	_ay		0	2	1	1	0	0	0	0	1	1
	IA_		1	1	0	1	0	1	0	0	1	1
	I_u		1	1	0	1	0	1	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_y		1	2	0	1	0	1	0	0	1	1
	Ia_		1	2	0	1	0	1	0	0	0	0
iyO	iyO	1	0	0	0	0	0	0	0	0	0	0
	iyo		0	1	0	0	0	0	1	1	0	0
	iuO		0	1	0	0	0	0	0	0	1	1
	iuo		0	2	0	0	0	0	0	0	0	0
	IyO		1	1	0	0	0	1	0	0	1	1
	Iyo		1	2	0	0	0	1	1	1	1	1
	IuO		1	2	0	0	0	1	0	0	1	2
	Iuo		1	3	0	0	0	1	0	0	0	0
	iy_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_yO		0	0	1	1	0	0	0	0	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_o		0	1	0	1	0	0	0	0	0	0
	_yo		0	1	1	1	0	0	1	1	0	0
	__o		0	1	1	2	0	0	0	0	0	0
	_uO		0	1	1	1	0	0	0	0	1	1
	_uo		0	2	1	1	0	0	0	0	0	0
	Iy_		1	1	0	1	0	1	0	0	1	1
	I__		1	1	0	2	0	1	0	0	0	0
	I_o		1	2	0	1	0	1	0	0	0	0
iyA	iyA	1	0	0	0	0	0	0	0	0	0	0
	iya		0	1	0	0	0	0	1	1	0	0
	iuA		0	1	0	0	0	0	0	0	1	1
	iua		0	2	0	0	0	0	0	0	0	0
	IyA		1	1	0	0	0	1	0	0	1	1
	Iya		1	2	0	0	0	1	1	1	1	1
	IuA		1	2	0	0	0	1	0	0	1	2
	Iua		1	3	0	0	0	1	0	0	0	0
	iy_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_yA		0	0	1	1	0	0	0	0	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_a		0	1	0	1	0	0	0	0	0	0
	_ya		0	1	1	1	0	0	1	1	0	0
	__a		0	1	1	2	0	0	0	0	0	0
	_uA		0	1	1	1	0	0	0	0	1	1
	_ua		0	2	1	1	0	0	0	0	0	0
	Iy_		1	1	0	1	0	1	0	0	1	1
	I__		1	1	0	2	0	1	0	0	0	0
	I_a		1	2	0	1	0	1	0	0	0	0
iyy	iyy	1	0	0	0	0	0	0	0	0	0	0
	iyu		0	1	0	0	0	0	1	1	0	0
	iuy		0	1	0	0	0	0	0	0	1	1
	iuu		0	2	0	0	0	0	0	0	0	0
	Iyy		1	1	0	0	0	1	0	0	1	1
	Iyu		1	2	0	0	0	1	1	1	1	1
	Iuy		1	2	0	0	0	1	0	0	1	2
	Iuu		1	3	0	0	0	1	0	0	0	0
	iy_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_yy		0	0	1	1	0	0	0	0	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_u		0	1	0	1	0	0	0	0	0	0
	_yu		0	1	1	1	0	0	1	1	0	0
	__u		0	1	1	2	0	0	0	0	0	0
	_uy		0	1	1	1	0	0	0	0	1	1
	_uu		0	2	1	1	0	0	0	0	0	0
	Iy_		1	1	0	1	0	1	0	0	1	1
	I__		1	1	0	2	0	1	0	0	0	0
	I_u		1	2	0	1	0	1	0	0	0	0
iye	iye	1	0	0	0	0	0	0	0	0	0	0
	iyE		0	1	0	0	0	1	1	1	0	0
	iue		0	1	0	0	0	0	0	0	0	0
	iuE		0	2	0	0	0	1	0	0	0	0
	Iye		1	1	0	0	0	1	0	0	1	1
	IyE		1	2	0	0	0	2	1	1	1	1
	Iue		1	2	0	0	0	1	0	0	0	0
	IuE		1	3	0	0	0	2	0	0	0	0
	iy_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_ye		0	0	1	1	0	0	0	0	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_E		0	1	0	1	0	1	0	0	0	0
	_yE		0	1	1	1	0	1	1	1	0	0
	__E		0	1	1	2	0	1	0	0	0	0
	iu_		0	1	0	1	0	0	0	0	0	0
	_ue		0	1	1	1	0	0	0	0	0	0
	_u_		0	1	1	2	0	0	0	0	0	0
	_uE		0	2	1	1	0	1	0	0	0	0
	Iy_		1	1	0	1	0	1	0	0	1	1
	I_e		1	1	0	1	0	1	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_E		1	2	0	1	0	2	0	0	0	0
	Iu_		1	2	0	1	0	1	0	0	0	0
iyi	iyi	1	0	0	0	0	0	0	0	0	0	0
	iyI		0	1	0	0	0	1	1	1	0	0
	iui		0	1	0	0	0	0	0	0	0	0
	iuI		0	2	0	0	0	1	0	0	0	0
	Iyi		1	1	0	0	0	1	0	0	1	1
	IyI		1	2	0	0	0	2	1	1	1	1
	Iui		1	2	0	0	0	1	0	0	0	0
	IuI		1	3	0	0	0	2	0	0	0	0
	iy_		0	0	0	1	0	0	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_yi		0	0	1	1	0	0	0	0	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_I		0	1	0	1	0	1	0	0	0	0
	_yI		0	1	1	1	0	1	1	1	0	0
	__I		0	1	1	2	0	1	0	0	0	0
	iu_		0	1	0	1	0	0	0	0	0	0
	_ui		0	1	1	1	0	0	0	0	0	0
	_u_		0	1	1	2	0	0	0	0	0	0
	_uI		0	2	1	1	0	1	0	0	0	0
	Iy_		1	1	0	1	0	1	0	0	1	1
	I_i		1	1	0	1	0	1	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_I		1	2	0	1	0	2	0	0	0	0
	Iu_		1	2	0	1	0	1	0	0	0	0
iyI	iyI		0	0	0	0	0	1	1	1	0	0
	iyi		0	1	0	0	0	0	0	0	0	0
	iuI		0	1	0	0	0	1	0	0	0	0
	iui		0	2	0	0	0	0	0	0	0	0
	IyI		1	1	0	0	0	2	1	1	1	1
	Iyi		1	2	0	0	0	1	0	0	1	1
	IuI		1	2	0	0	0	2	0	0	0	0
	Iui		1	3	0	0	0	1	0	0	0	0
	iy_		0	0	0	1	0	0	0	0	0	0
	i_I		0	0	0	1	0	1	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_yI		0	0	1	1	0	1	1	1	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	__I		0	0	1	2	0	1	0	0	0	0
	___		0	0	1	3	1	0	0	0	0	0
	i_i		0	1	0	1	0	0	0	0	0	0
	_yi		0	1	1	1	0	0	0	0	0	0
	__i		0	1	1	2	0	0	0	0	0	0
	_uI		0	1	1	1	0	1	0	0	0	0
	_ui		0	2	1	1	0	0	0	0	0	0
	Iy_		1	1	0	1	0	1	0	0	1	1
	I_I		1	1	0	1	0	2	0	0	0	0
	I__		1	1	0	2	0	1	0	0	0	0
	I_i		1	2	0	1	0	1	0	0	0	0
iyE	iyE		0	0	0	0	0	1	1	1	0	0
	iye		0	1	0	0	0	0	0	0	0	0
	iuE		0	1	0	0	0	1	0	0	0	0
	iue		0	2	0	0	0	0	0	0	0	0
	IyE		1	1	0	0	0	2	1	1	1	1
	Iye		1	2	0	0	0	1	0	0	1	1
	IuE		1	2	0	0	0	2	0	0	0	0
	Iue		1	3	0	0	0	1	0	0	0	0
	iy_		0	0	0	1	0	0	0	0	0	0
	i_E		0	0	0	1	0	1	0	0	0	0
	i__		0	0	0	2	0	0	0	0	0	0
	_yE		0	0	1	1	0	1	1	1	0	0
	_y_		0	0	1	2	0	0	0	0	0	0
	__E		0	0	1	2	0	1	0	0	0	0
