			Id(Bk)Syl1	Id(Bk)	*F3	*B1	*B2	*F3_B1	*F3..._B1	*F3_B2	*F3..._B2	*_B1F3	*_B1...F3	*_B2F3	*_B2...F3
	oaE			 1 			 1 								
	oae			 2 											
	OAE		 1 	 1 	 2 		 1 			 1 	 1 				
	OAe		 1 	 2 	 2 										
	OaE		 1 	 2 	 1 		 1 				 1 				
	Oae		 1 	 3 	 1 										
oAo	oAo				 1 										
	oAO			 1 	 2 										
	oao			 1 											
	oaO			 2 	 1 										
	OAo		 1 	 1 	 2 										
	OAO		 1 	 2 	 3 										
	Oao		 1 	 2 	 1 										
	OaO		 1 	 3 	 2 										
oAa	oAa				 1 										
	oAA			 1 	 2 										
	oaa			 1 											
	oaA			 2 	 1 										
	OAa		 1 	 1 	 2 										
	OAA		 1 	 2 	 3 										
	Oaa		 1 	 2 	 1 										
	OaA		 1 	 3 	 2 										
oAu	oAu				 1 										
	oAy			 1 	 2 										
	oau			 1 											
	oay			 2 	 1 										
	OAu		 1 	 1 	 2 										
	OAy		 1 	 2 	 3 										
	Oau		 1 	 2 	 1 										
	Oay		 1 	 3 	 2 										
oyO	oyO				 2 										
	oyo			 1 	 1 										
	ouo			 2 											
	OyO		 1 	 1 	 3 										
	Oyo		 1 	 2 	 2 										
	Ouo		 1 	 3 	 1 										
oyA	oyA				 2 										
	oya			 1 	 1 										
	oua			 2 											
	OyA		 1 	 1 	 3 										
	Oya		 1 	 2 	 2 										
	Oua		 1 	 3 	 1 										
oyy	oyy				 2 										
	oyu			 1 	 1 										
	ouu			 2 											
	Oyy		 1 	 1 	 3 										
	Oyu		 1 	 2 	 2 										
	Ouu		 1 	 3 	 1 										
oye	oye				 1 										
	oyE			 1 	 1 		 1 			 1 	 1 				
	oue			 1 											
	ouE			 2 			 1 								
	Oye		 1 	 1 	 2 										
	OyE		 1 	 2 	 2 		 1 			 1 	 1 				
	Oue		 1 	 2 	 1 										
	OuE		 1 	 3 	 1 		 1 				 1 				
oyi	oyi				 1 										
	oyI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	oui			 1 											
	ouI			 2 		 1 	 1 								
	Oyi		 1 	 1 	 2 										
	OyI		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	Oui		 1 	 2 	 1 										
	OuI		 1 	 3 	 1 	 1 	 1 		 1 		 1 				
oyI	oyI				 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	oyi			 1 	 1 										
	ouI			 1 		 1 	 1 								
	oui			 2 											
	OyI		 1 	 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	Oyi		 1 	 2 	 2 										
	OuI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	Oui		 1 	 3 	 1 										
oyE	oyE				 1 		 1 			 1 	 1 				
	oye			 1 	 1 										
	ouE			 1 			 1 								
	oue			 2 											
	OyE		 1 	 1 	 2 		 1 			 1 	 1 				
	Oye		 1 	 2 	 2 										
	OuE		 1 	 2 	 1 		 1 				 1 				
	Oue		 1 	 3 	 1 										
oyo	oyo				 1 										
	oyO			 1 	 2 										
	ouo			 1 											
	ouO			 2 	 1 										
	Oyo		 1 	 1 	 2 										
	OyO		 1 	 2 	 3 										
	Ouo		 1 	 2 	 1 										
	OuO		 1 	 3 	 2 										
oya	oya				 1 										
	oyA			 1 	 2 										
	oua			 1 											
	ouA			 2 	 1 										
	Oya		 1 	 1 	 2 										
	OyA		 1 	 2 	 3 										
	Oua		 1 	 2 	 1 										
	OuA		 1 	 3 	 2 										
oyu	oyu				 1 										
	oyy			 1 	 2 										
	ouu			 1 											
	ouy			 2 	 1 										
	Oyu		 1 	 1 	 2 										
	Oyy		 1 	 2 	 3 										
	Ouu		 1 	 2 	 1 										
	Ouy		 1 	 3 	 2 										
oeO	oeO				 1 										
	oeo			 1 											
	oEO			 1 	 1 		 1 							 1 	 1 
	oEo			 2 			 1 								
	OeO		 1 	 1 	 2 										
	Oeo		 1 	 2 	 1 										
	OEO		 1 	 2 	 2 		 1 			 1 	 1 			 1 	 1 
	OEo		 1 	 3 	 1 		 1 			 1 	 1 				
oeA	oeA				 1 										
	oea			 1 											
	oEA			 1 	 1 		 1 							 1 	 1 
	oEa			 2 			 1 								
	OeA		 1 	 1 	 2 										
	Oea		 1 	 2 	 1 										
	OEA		 1 	 2 	 2 		 1 			 1 	 1 			 1 	 1 
	OEa		 1 	 3 	 1 		 1 			 1 	 1 				
oey	oey				 1 										
	oeu			 1 											
	oEy			 1 	 1 		 1 							 1 	 1 
	oEu			 2 			 1 								
	Oey		 1 	 1 	 2 										
	Oeu		 1 	 2 	 1 										
	OEy		 1 	 2 	 2 		 1 			 1 	 1 			 1 	 1 
	OEu		 1 	 3 	 1 		 1 			 1 	 1 				
oee	oee	 1 													
	oeE			 1 			 1 								
	oEE			 2 			 2 								
	Oee		 1 	 1 	 1 										
	OeE		 1 	 2 	 1 		 1 				 1 				
	OEe		 1 	 2 	 1 		 1 			 1 	 1 				
	OEE		 1 	 3 	 1 		 2 			 1 	 2 				
oei	oei	 1 													
	oeI			 1 		 1 	 1 								
	oEi			 1 			 1 								
	oEI			 2 		 1 	 2 								
	Oei		 1 	 1 	 1 										
	OeI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	OEi		 1 	 2 	 1 		 1 			 1 	 1 				
	OEI		 1 	 3 	 1 	 1 	 2 		 1 	 1 	 2 				
oeI	oeI					 1 	 1 								
	oei			 1 											
	oEI			 1 		 1 	 2 								
	oEi			 2 			 1 								
	OeI		 1 	 1 	 1 	 1 	 1 		 1 		 1 				
	Oei		 1 	 2 	 1 										
	OEI		 1 	 2 	 1 	 1 	 2 		 1 	 1 	 2 				
	OEi		 1 	 3 	 1 		 1 			 1 	 1 				
oeE	oeE						 1 								
	oee			 1 											
	oEE			 1 			 2 								
	oEe			 2 			 1 								
	OeE		 1 	 1 	 1 		 1 				 1 				
	Oee		 1 	 2 	 1 										
	OEE		 1 	 2 	 1 		 2 			 1 	 2 				
	OEe		 1 	 3 	 1 		 1 			 1 	 1 				
oeo	oeo														
	oeO			 1 	 1 										
	oEo			 1 			 1 								
	oEO			 2 	 1 		 1 							 1 	 1 
	Oeo		 1 	 1 	 1 										
	OeO		 1 	 2 	 2 										
	OEo		 1 	 2 	 1 		 1 			 1 	 1 				
	OEO		 1 	 3 	 2 		 1 			 1 	 1 			 1 	 1 
oea	oea	 1 													
	oeA			 1 	 1 										
	oEa			 1 			 1 								
	oEA			 2 	 1 		 1 							 1 	 1 
	Oea		 1 	 1 	 1 										
	OeA		 1 	 2 	 2 										
	OEa		 1 	 2 	 1 		 1 			 1 	 1 				
	OEA		 1 	 3 	 2 		 1 			 1 	 1 			 1 	 1 
oeu	oeu	 1 													
	oey			 1 	 1 										
	oEu			 1 			 1 								
	oEy			 2 	 1 		 1 							 1 	 1 
	Oeu		 1 	 1 	 1 										
	Oey		 1 	 2 	 2 										
	OEu		 1 	 2 	 1 		 1 			 1 	 1 				
	OEy		 1 	 3 	 2 		 1 			 1 	 1 			 1 	 1 
oiO	oiO				 1 										
	oio			 1 											
	oIO			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oIo			 2 		 1 	 1 								
	OiO		 1 	 1 	 2 										
	Oio		 1 	 2 	 1 										
	OIO		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	OIo		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
oiA	oiA				 1 										
	oia			 1 											
	oIA			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oIa			 2 		 1 	 1 								
	OiA		 1 	 1 	 2 										
	Oia		 1 	 2 	 1 										
	OIA		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	OIa		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
oiy	oiy				 1 										
	oiu			 1 											
	oIy			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oIu			 2 		 1 	 1 								
	Oiy		 1 	 1 	 2 										
	Oiu		 1 	 2 	 1 										
	OIy		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	OIu		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
oie	oie	 1 													
	oiE			 1 			 1 								
	oIe			 1 		 1 	 1 								
	oIE			 2 		 1 	 2 								
	Oie		 1 	 1 	 1 										
	OiE		 1 	 2 	 1 		 1 				 1 				
	OIe		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIE		 1 	 3 	 1 	 1 	 2 	 1 	 1 	 1 	 2 				
oii	oii	 1 													
	oiI			 1 		 1 	 1 								
	oII			 2 		 2 	 2 								
	Oii		 1 	 1 	 1 										
	OiI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	OIi		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OII		 1 	 3 	 1 	 2 	 2 	 1 	 2 	 1 	 2 				
oiI	oiI					 1 	 1 								
	oii			 1 											
	oII			 1 		 2 	 2 								
	oIi			 2 		 1 	 1 								
	OiI		 1 	 1 	 1 	 1 	 1 		 1 		 1 				
	Oii		 1 	 2 	 1 										
	OII		 1 	 2 	 1 	 2 	 2 	 1 	 2 	 1 	 2 				
	OIi		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
oiE	oiE						 1 								
	oie			 1 											
	oIE			 1 		 1 	 2 								
	oIe			 2 		 1 	 1 								
	OiE		 1 	 1 	 1 		 1 				 1 				
	Oie		 1 	 2 	 1 										
	OIE		 1 	 2 	 1 	 1 	 2 	 1 	 1 	 1 	 2 				
	OIe		 1 	 3 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
oio	oio														
	oiO			 1 	 1 										
	oIo			 1 		 1 	 1 								
	oIO			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Oio		 1 	 1 	 1 										
	OiO		 1 	 2 	 2 										
	OIo		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIO		 1 	 3 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
oia	oia	 1 													
	oiA			 1 	 1 										
	oIa			 1 		 1 	 1 								
	oIA			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Oia		 1 	 1 	 1 										
	OiA		 1 	 2 	 2 										
	OIa		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIA		 1 	 3 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
oiu	oiu	 1 													
	oiy			 1 	 1 										
	oIu			 1 		 1 	 1 								
	oIy			 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Oiu		 1 	 1 	 1 										
	Oiy		 1 	 2 	 2 										
	OIu		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIy		 1 	 3 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
oIO	oIO				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oIo			 1 		 1 	 1 								
	oiO			 1 	 1 										
	oio			 2 											
	OIO		 1 	 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	OIo		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OiO		 1 	 2 	 2 										
	Oio		 1 	 3 	 1 										
oIA	oIA				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oIa			 1 		 1 	 1 								
	oiA			 1 	 1 										
	oia			 2 											
	OIA		 1 	 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	OIa		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OiA		 1 	 2 	 2 										
	Oia		 1 	 3 	 1 										
oIy	oIy				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oIu			 1 		 1 	 1 								
	oiy			 1 	 1 										
	oiu			 2 											
	OIy		 1 	 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	OIu		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	Oiy		 1 	 2 	 2 										
	Oiu		 1 	 3 	 1 										
oIe	oIe					 1 	 1 								
	oIE			 1 		 1 	 2 								
	oie			 1 											
	oiE			 2 			 1 								
	OIe		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIE		 1 	 2 	 1 	 1 	 2 	 1 	 1 	 1 	 2 				
	Oie		 1 	 2 	 1 										
	OiE		 1 	 3 	 1 		 1 				 1 				
oIi	oIi					 1 	 1 								
	oII			 1 		 2 	 2 								
	oii			 1 											
	oiI			 2 		 1 	 1 								
	OIi		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OII		 1 	 2 	 1 	 2 	 2 	 1 	 2 	 1 	 2 				
	Oii		 1 	 2 	 1 										
	OiI		 1 	 3 	 1 	 1 	 1 		 1 		 1 				
oII	oII					 2 	 2 								
	oIi			 1 		 1 	 1 								
	oii			 2 											
	OII		 1 	 1 	 1 	 2 	 2 	 1 	 2 	 1 	 2 				
	OIi		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OiI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	Oii		 1 	 3 	 1 										
oIE	oIE					 1 	 2 								
	oIe			 1 		 1 	 1 								
	oiE			 1 			 1 								
	oie			 2 											
	OIE		 1 	 1 	 1 	 1 	 2 	 1 	 1 	 1 	 2 				
	OIe		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OiE		 1 	 2 	 1 		 1 				 1 				
	Oie		 1 	 3 	 1 										
oIo	oIo					 1 	 1 								
	oIO			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oio			 1 											
	oiO			 2 	 1 										
	OIo		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIO		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Oio		 1 	 2 	 1 										
	OiO		 1 	 3 	 2 										
oIa	oIa					 1 	 1 								
	oIA			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oia			 1 											
	oiA			 2 	 1 										
	OIa		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIA		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Oia		 1 	 2 	 1 										
	OiA		 1 	 3 	 2 										
oIu	oIu					 1 	 1 								
	oIy			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	oiu			 1 											
	oiy			 2 	 1 										
	OIu		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	OIy		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Oiu		 1 	 2 	 1 										
	Oiy		 1 	 3 	 2 										
oEO	oEO				 1 		 1 							 1 	 1 
	oEo			 1 			 1 								
	oeO			 1 	 1 										
	oeo			 2 											
	OEO		 1 	 1 	 2 		 1 			 1 	 1 			 1 	 1 
	OEo		 1 	 2 	 1 		 1 			 1 	 1 				
	OeO		 1 	 2 	 2 										
	Oeo		 1 	 3 	 1 										
oEA	oEA				 1 		 1 							 1 	 1 
	oEa			 1 			 1 								
	oeA			 1 	 1 										
	oea			 2 											
	OEA		 1 	 1 	 2 		 1 			 1 	 1 			 1 	 1 
	OEa		 1 	 2 	 1 		 1 			 1 	 1 				
	OeA		 1 	 2 	 2 										
	Oea		 1 	 3 	 1 										
oEy	oEy				 1 		 1 							 1 	 1 
	oEu			 1 			 1 								
	oey			 1 	 1 										
	oeu			 2 											
	OEy		 1 	 1 	 2 		 1 			 1 	 1 			 1 	 1 
	OEu		 1 	 2 	 1 		 1 			 1 	 1 				
	Oey		 1 	 2 	 2 										
	Oeu		 1 	 3 	 1 										
oEe	oEe						 1 								
	oEE			 1 			 2 								
	oee			 1 											
	oeE			 2 			 1 								
	OEe		 1 	 1 	 1 		 1 			 1 	 1 				
	OEE		 1 	 2 	 1 		 2 			 1 	 2 				
	Oee		 1 	 2 	 1 										
	OeE		 1 	 3 	 1 		 1 				 1 				
oEi	oEi						 1 								
	oEI			 1 		 1 	 2 								
	oei			 1 											
	oeI			 2 		 1 	 1 								
	OEi		 1 	 1 	 1 		 1 			 1 	 1 				
	OEI		 1 	 2 	 1 	 1 	 2 		 1 	 1 	 2 				
	Oei		 1 	 2 	 1 										
	OeI		 1 	 3 	 1 	 1 	 1 		 1 		 1 				
oEI	oEI					 1 	 2 								
	oEi			 1 			 1 								
	oeI			 1 		 1 	 1 								
	oei			 2 											
	OEI		 1 	 1 	 1 	 1 	 2 		 1 	 1 	 2 				
	OEi		 1 	 2 	 1 		 1 			 1 	 1 				
	OeI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	Oei		 1 	 3 	 1 										
oEE	oEE						 2 								
	oEe			 1 			 1 								
	oee			 2 											
	OEE		 1 	 1 	 1 		 2 			 1 	 2 				
	OEe		 1 	 2 	 1 		 1 			 1 	 1 				
	OeE		 1 	 2 	 1 		 1 				 1 				
	Oee		 1 	 3 	 1 										
oEo	oEo						 1 								
	oEO			 1 	 1 		 1 							 1 	 1 
	oeo			 1 											
	oeO			 2 	 1 										
	OEo		 1 	 1 	 1 		 1 			 1 	 1 				
	OEO		 1 	 2 	 2 		 1 			 1 	 1 			 1 	 1 
	Oeo		 1 	 2 	 1 										
	OeO		 1 	 3 	 2 										
oEa	oEa						 1 								
	oEA			 1 	 1 		 1 							 1 	 1 
	oea			 1 											
	oeA			 2 	 1 										
	OEa		 1 	 1 	 1 		 1 			 1 	 1 				
	OEA		 1 	 2 	 2 		 1 			 1 	 1 			 1 	 1 
	Oea		 1 	 2 	 1 										
	OeA		 1 	 3 	 2 										
oEu	oEu						 1 								
	oEy			 1 	 1 		 1 							 1 	 1 
	oeu			 1 											
	oey			 2 	 1 										
	OEu		 1 	 1 	 1 		 1 			 1 	 1 				
	OEy		 1 	 2 	 2 		 1 			 1 	 1 			 1 	 1 
	Oeu		 1 	 2 	 1 										
	Oey		 1 	 3 	 2 										
ooO	ooO				 1 										
	ooo			 1 											
	oOO			 1 	 2 										
	oOo			 2 	 1 										
	OoO		 1 	 1 	 2 										
	Ooo		 1 	 2 	 1 										
	OOO		 1 	 2 	 3 										
	OOo		 1 	 3 	 2 										
ooA	ooA				 1 										
	ooa			 1 											
	oOA			 1 	 2 										
	oOa			 2 	 1 										
	OoA		 1 	 1 	 2 										
	Ooa		 1 	 2 	 1 										
	OOA		 1 	 2 	 3 										
	OOa		 1 	 3 	 2 										
ooy	ooy				 1 										
	oou			 1 											
	oOy			 1 	 2 										
	oOu			 2 	 1 										
	Ooy		 1 	 1 	 2 										
	Oou		 1 	 2 	 1 										
	OOy		 1 	 2 	 3 										
	OOu		 1 	 3 	 2 										
ooe	ooe														
	ooE			 1 			 1 								
	oOe			 1 	 1 										
	oOE			 2 	 1 		 1 			 1 	 1 				
	Ooe		 1 	 1 	 1 										
	OoE		 1 	 2 	 1 		 1 				 1 				
	OOe		 1 	 2 	 2 										
	OOE		 1 	 3 	 2 		 1 			 1 	 1 				
ooi	ooi														
	ooI			 1 		 1 	 1 								
	oOi			 1 	 1 										
	oOI			 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	Ooi		 1 	 1 	 1 										
	OoI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	OOi		 1 	 2 	 2 										
	OOI		 1 	 3 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
ooI	ooI					 1 	 1 								
	ooi			 1 											
	oOI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	oOi			 2 	 1 										
	OoI		 1 	 1 	 1 	 1 	 1 		 1 		 1 				
	Ooi		 1 	 2 	 1 										
	OOI		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	OOi		 1 	 3 	 2 										
ooE	ooE						 1 								
	ooe			 1 											
	oOE			 1 	 1 		 1 			 1 	 1 				
	oOe			 2 	 1 										
	OoE		 1 	 1 	 1 		 1 				 1 				
	Ooe		 1 	 2 	 1 										
	OOE		 1 	 2 	 2 		 1 			 1 	 1 				
	OOe		 1 	 3 	 2 										
ooo	ooo														
	ooO			 1 	 1 										
	oOO			 2 	 2 										
	Ooo		 1 	 1 	 1 										
	OoO		 1 	 2 	 2 										
	OOO		 1 	 3 	 3 										
ooa	ooa														
	ooA			 1 	 1 										
	oOA			 2 	 2 										
	Ooa		 1 	 1 	 1 										
	OoA		 1 	 2 	 2 										
	OOA		 1 	 3 	 3 										
oou	oou														
	ooy			 1 	 1 										
	oOy			 2 	 2 										
	Oou		 1 	 1 	 1 										
	Ooy		 1 	 2 	 2 										
	OOy		 1 	 3 	 3 										
oaO	oaO				 1 										
	oao			 1 											
	oAO			 1 	 2 										
	oAo			 2 	 1 										
	OaO		 1 	 1 	 2 										
	Oao		 1 	 2 	 1 										
	OAO		 1 	 2 	 3 										
	OAo		 1 	 3 	 2 										
oaA	oaA				 1 										
	oaa			 1 											
	oAA			 1 	 2 										
	oAa			 2 	 1 										
	OaA		 1 	 1 	 2 										
	Oaa		 1 	 2 	 1 										
	OAA		 1 	 2 	 3 										
	OAa		 1 	 3 	 2 										
oay	oay				 1 										
	oau			 1 											
	oAy			 1 	 2 										
	oAu			 2 	 1 										
	Oay		 1 	 1 	 2 										
	Oau		 1 	 2 	 1 										
	OAy		 1 	 2 	 3 										
	OAu		 1 	 3 	 2 										
oae	oae	 1 													
	oaE			 1 			 1 								
	oAe			 1 	 1 										
	oAE			 2 	 1 		 1 			 1 	 1 				
	Oae		 1 	 1 	 1 										
	OaE		 1 	 2 	 1 		 1 				 1 				
	OAe		 1 	 2 	 2 										
	OAE		 1 	 3 	 2 		 1 			 1 	 1 				
oai	oai	 1 													
	oaI			 1 		 1 	 1 								
	oAi			 1 	 1 										
	oAI			 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	Oai		 1 	 1 	 1 										
	OaI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	OAi		 1 	 2 	 2 										
	OAI		 1 	 3 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
oaI	oaI					 1 	 1 								
	oai			 1 											
	oAI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	oAi			 2 	 1 										
	OaI		 1 	 1 	 1 	 1 	 1 		 1 		 1 				
	Oai		 1 	 2 	 1 										
	OAI		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	OAi		 1 	 3 	 2 										
oaE	oaE						 1 								
	oae			 1 											
	oAE			 1 	 1 		 1 			 1 	 1 				
	oAe			 2 	 1 										
	OaE		 1 	 1 	 1 		 1 				 1 				
	Oae		 1 	 2 	 1 										
	OAE		 1 	 2 	 2 		 1 			 1 	 1 				
	OAe		 1 	 3 	 2 										
oao	oao														
	oaO			 1 	 1 										
	oAO			 2 	 2 										
	Oao		 1 	 1 	 1 										
	OaO		 1 	 2 	 2 										
	OAO		 1 	 3 	 3 										
oaa	oaa	 1 													
	oaA			 1 	 1 										
	oAA			 2 	 2 										
	Oaa		 1 	 1 	 1 										
	OaA		 1 	 2 	 2 										
	OAA		 1 	 3 	 3 										
oau	oau	 1 													
	oay			 1 	 1 										
	oAy			 2 	 2 										
	Oau		 1 	 1 	 1 										
	Oay		 1 	 2 	 2 										
	OAy		 1 	 3 	 3 										
ouO	ouO				 1 										
	ouo			 1 											
	oyO			 1 	 2 										
	oyo			 2 	 1 										
	OuO		 1 	 1 	 2 										
	Ouo		 1 	 2 	 1 										
	OyO		 1 	 2 	 3 										
	Oyo		 1 	 3 	 2 										
ouA	ouA				 1 										
	oua			 1 											
	oyA			 1 	 2 										
	oya			 2 	 1 										
	OuA		 1 	 1 	 2 										
	Oua		 1 	 2 	 1 										
	OyA		 1 	 2 	 3 										
	Oya		 1 	 3 	 2 										
ouy	ouy				 1 										
	ouu			 1 											
	oyy			 1 	 2 										
	oyu			 2 	 1 										
	Ouy		 1 	 1 	 2 										
	Ouu		 1 	 2 	 1 										
	Oyy		 1 	 2 	 3 										
	Oyu		 1 	 3 	 2 										
oue	oue	 1 													
	ouE			 1 			 1 								
	oye			 1 	 1 										
	oyE			 2 	 1 		 1 			 1 	 1 				
	Oue		 1 	 1 	 1 										
	OuE		 1 	 2 	 1 		 1 				 1 				
	Oye		 1 	 2 	 2 										
	OyE		 1 	 3 	 2 		 1 			 1 	 1 				
oui	oui	 1 													
	ouI			 1 		 1 	 1 								
	oyi			 1 	 1 										
	oyI			 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	Oui		 1 	 1 	 1 										
	OuI		 1 	 2 	 1 	 1 	 1 		 1 		 1 				
	Oyi		 1 	 2 	 2 										
	OyI		 1 	 3 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
ouI	ouI					 1 	 1 								
	oui			 1 											
	oyI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	oyi			 2 	 1 										
	OuI		 1 	 1 	 1 	 1 	 1 		 1 		 1 				
	Oui		 1 	 2 	 1 										
	OyI		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	Oyi		 1 	 3 	 2 										
ouE	ouE						 1 								
	oue			 1 											
	oyE			 1 	 1 		 1 			 1 	 1 				
	oye			 2 	 1 										
	OuE		 1 	 1 	 1 		 1 				 1 				
	Oue		 1 	 2 	 1 										
	OyE		 1 	 2 	 2 		 1 			 1 	 1 				
	Oye		 1 	 3 	 2 										
ouo	ouo														
	ouO			 1 	 1 										
	oyO			 2 	 2 										
	Ouo		 1 	 1 	 1 										
	OuO		 1 	 2 	 2 										
	OyO		 1 	 3 	 3 										
oua	oua	 1 													
	ouA			 1 	 1 										
	oyA			 2 	 2 										
	Oua		 1 	 1 	 1 										
	OuA		 1 	 2 	 2 										
	OyA		 1 	 3 	 3 										
ouu	ouu	 1 													
	ouy			 1 	 1 										
	oyy			 2 	 2 										
	Ouu		 1 	 1 	 1 										
	Ouy		 1 	 2 	 2 										
	Oyy		 1 	 3 	 3 										
aOO	aOO				 2 										
	aOo			 1 	 1 										
	aoo			 2 											
	AOO		 1 	 1 	 3 										
	AOo		 1 	 2 	 2 										
	Aoo		 1 	 3 	 1 										
aOA	aOA				 2 										
	aOa			 1 	 1 										
	aoa			 2 											
	AOA		 1 	 1 	 3 										
	AOa		 1 	 2 	 2 										
	Aoa		 1 	 3 	 1 										
aOy	aOy				 2 										
	aOu			 1 	 1 										
	aou			 2 											
	AOy		 1 	 1 	 3 										
	AOu		 1 	 2 	 2 										
	Aou		 1 	 3 	 1 										
aOe	aOe				 1 										
	aOE			 1 	 1 		 1 			 1 	 1 				
	aoe			 1 											
	aoE			 2 			 1 								
	AOe		 1 	 1 	 2 										
	AOE		 1 	 2 	 2 		 1 			 1 	 1 				
	Aoe		 1 	 2 	 1 										
	AoE		 1 	 3 	 1 		 1 				 1 				
aOi	aOi				 1 										
	aOI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	aoi			 1 											
	aoI			 2 		 1 	 1 								
	AOi		 1 	 1 	 2 										
	AOI		 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 				
	Aoi		 1 	 2 	 1 										
	AoI		 1 	 3 	 1 	 1 	 1 		 1 		 1 				
aOI	aOI				 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	aOi			 1 	 1 										
	aoI			 1 		 1 	 1 								
	aoi			 2 											
