			Id(Bk)Syl1	Id(Bk)	*F3	*B1	*B2	*F3_B1	*F3..._B1	*F3_B2	*F3..._B2	*_B1F3	*_B1...F3	*_B2F3	*_B2...F3
	IAE		 1 	 2 	 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	IAe		 1 	 3 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
iao	iao														
	iaO			 1 	 1 										
	iAO			 2 	 2 										
	Iao		 1 	 1 		 1 	 1 								
	IaO		 1 	 2 	 1 	 1 	 1 						 1 		 1 
	IAo		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IAO		 1 	 3 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
iaa	iaa	 1 													
	iaA			 1 	 1 										
	iAA			 2 	 2 										
	Iaa		 1 	 1 		 1 	 1 								
	IaA		 1 	 2 	 1 	 1 	 1 						 1 		 1 
	IAa		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IAA		 1 	 3 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
iau	iau	 1 													
	iay			 1 	 1 										
	iAy			 2 	 2 										
	Iau		 1 	 1 		 1 	 1 								
	Iay		 1 	 2 	 1 	 1 	 1 						 1 		 1 
	IAu		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IAy		 1 	 3 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
iuO	iuO				 1 										
	iuo			 1 											
	iyO			 1 	 2 										
	iyo			 2 	 1 										
	IuO		 1 	 1 	 1 	 1 	 1 						 1 		 1 
	Iuo		 1 	 2 		 1 	 1 								
	IyO		 1 	 2 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iyo		 1 	 3 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
iuA	iuA				 1 										
	iua			 1 											
	iyA			 1 	 2 										
	iya			 2 	 1 										
	IuA		 1 	 1 	 1 	 1 	 1 						 1 		 1 
	Iua		 1 	 2 		 1 	 1 								
	IyA		 1 	 2 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iya		 1 	 3 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
iuy	iuy				 1 										
	iuu			 1 											
	iyy			 1 	 2 										
	iyu			 2 	 1 										
	Iuy		 1 	 1 	 1 	 1 	 1 						 1 		 1 
	Iuu		 1 	 2 		 1 	 1 								
	Iyy		 1 	 2 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iyu		 1 	 3 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
iue	iue	 1 													
	iuE			 1 			 1 								
	iye			 1 	 1 										
	iyE			 2 	 1 		 1 			 1 	 1 				
	Iue		 1 	 1 		 1 	 1 								
	IuE		 1 	 2 		 1 	 2 								
	Iye		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IyE		 1 	 3 	 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
iui	iui	 1 													
	iuI			 1 		 1 	 1 								
	iyi			 1 	 1 										
	iyI			 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	Iui		 1 	 1 		 1 	 1 								
	IuI		 1 	 2 		 2 	 2 								
	Iyi		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IyI		 1 	 3 	 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
iuI	iuI					 1 	 1 								
	iui			 1 											
	iyI			 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	iyi			 2 	 1 										
	IuI		 1 	 1 		 2 	 2 								
	Iui		 1 	 2 		 1 	 1 								
	IyI		 1 	 2 	 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Iyi		 1 	 3 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
iuE	iuE						 1 								
	iue			 1 											
	iyE			 1 	 1 		 1 			 1 	 1 				
	iye			 2 	 1 										
	IuE		 1 	 1 		 1 	 2 								
	Iue		 1 	 2 		 1 	 1 								
	IyE		 1 	 2 	 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	Iye		 1 	 3 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
iuo	iuo														
	iuO			 1 	 1 										
	iyO			 2 	 2 										
	Iuo		 1 	 1 		 1 	 1 								
	IuO		 1 	 2 	 1 	 1 	 1 						 1 		 1 
	Iyo		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IyO		 1 	 3 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
iua	iua	 1 													
	iuA			 1 	 1 										
	iyA			 2 	 2 										
	Iua		 1 	 1 		 1 	 1 								
	IuA		 1 	 2 	 1 	 1 	 1 						 1 		 1 
	Iya		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IyA		 1 	 3 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
iuu	iuu	 1 													
	iuy			 1 	 1 										
	iyy			 2 	 2 										
	Iuu		 1 	 1 		 1 	 1 								
	Iuy		 1 	 2 	 1 	 1 	 1 						 1 		 1 
	Iyu		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Iyy		 1 	 3 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
IOO	IOO				 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IOo			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IoO			 1 	 1 	 1 	 1 						 1 		 1 
	Ioo			 2 		 1 	 1 								
	iOO		 1 	 1 	 2 										
	iOo		 1 	 2 	 1 										
	ioo		 1 	 3 											
IOA	IOA				 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IOa			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IoA			 1 	 1 	 1 	 1 						 1 		 1 
	Ioa			 2 		 1 	 1 								
	iOA		 1 	 1 	 2 										
	iOa		 1 	 2 	 1 										
	ioa		 1 	 3 											
IOy	IOy				 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IOu			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Ioy			 1 	 1 	 1 	 1 						 1 		 1 
	Iou			 2 		 1 	 1 								
	iOy		 1 	 1 	 2 										
	iOu		 1 	 2 	 1 										
	iou		 1 	 3 											
IOe	IOe				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IOE			 1 	 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	Ioe			 1 		 1 	 1 								
	IoE			 2 		 1 	 2 								
	iOe		 1 	 1 	 1 										
	iOE		 1 	 2 	 1 		 1 			 1 	 1 				
	ioe		 1 	 2 											
	ioE		 1 	 3 			 1 								
IOi	IOi				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IOI			 1 	 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Ioi			 1 		 1 	 1 								
	IoI			 2 		 2 	 2 								
	iOi		 1 	 1 	 1 										
	iOI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	ioi		 1 	 2 											
	ioI		 1 	 3 		 1 	 1 								
IOI	IOI				 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	IOi			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IoI			 1 		 2 	 2 								
	Ioi			 2 		 1 	 1 								
	iOI		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	iOi		 1 	 2 	 1 										
	ioI		 1 	 2 		 1 	 1 								
	ioi		 1 	 3 											
IOE	IOE				 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	IOe			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IoE			 1 		 1 	 2 								
	Ioe			 2 		 1 	 1 								
	iOE		 1 	 1 	 1 		 1 			 1 	 1 				
	iOe		 1 	 2 	 1 										
	ioE		 1 	 2 			 1 								
	ioe		 1 	 3 											
IOo	IOo				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IOO			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Ioo			 1 		 1 	 1 								
	IoO			 2 	 1 	 1 	 1 						 1 		 1 
	iOo		 1 	 1 	 1 										
	iOO		 1 	 2 	 2 										
	ioo		 1 	 2 											
	ioO		 1 	 3 	 1 										
IOa	IOa				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IOA			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Ioa			 1 		 1 	 1 								
	IoA			 2 	 1 	 1 	 1 						 1 		 1 
	iOa		 1 	 1 	 1 										
	iOA		 1 	 2 	 2 										
	ioa		 1 	 2 											
	ioA		 1 	 3 	 1 										
IOu	IOu				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IOy			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iou			 1 		 1 	 1 								
	Ioy			 2 	 1 	 1 	 1 						 1 		 1 
	iOu		 1 	 1 	 1 										
	iOy		 1 	 2 	 2 										
	iou		 1 	 2 											
	ioy		 1 	 3 	 1 										
IAO	IAO				 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IAo			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IaO			 1 	 1 	 1 	 1 						 1 		 1 
	Iao			 2 		 1 	 1 								
	iAO		 1 	 1 	 2 										
	iAo		 1 	 2 	 1 										
	iao		 1 	 3 											
IAA	IAA				 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IAa			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IaA			 1 	 1 	 1 	 1 						 1 		 1 
	Iaa			 2 		 1 	 1 								
	iAA		 1 	 1 	 2 										
	iAa		 1 	 2 	 1 										
	iaa		 1 	 3 											
IAy	IAy				 2 	 1 	 1 					 1 	 1 	 1 	 1 
	IAu			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Iay			 1 	 1 	 1 	 1 						 1 		 1 
	Iau			 2 		 1 	 1 								
	iAy		 1 	 1 	 2 										
	iAu		 1 	 2 	 1 										
	iau		 1 	 3 											
IAe	IAe				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IAE			 1 	 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	Iae			 1 		 1 	 1 								
	IaE			 2 		 1 	 2 								
	iAe		 1 	 1 	 1 										
	iAE		 1 	 2 	 1 		 1 			 1 	 1 				
	iae		 1 	 2 											
	iaE		 1 	 3 			 1 								
IAi	IAi				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IAI			 1 	 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Iai			 1 		 1 	 1 								
	IaI			 2 		 2 	 2 								
	iAi		 1 	 1 	 1 										
	iAI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	iai		 1 	 2 											
	iaI		 1 	 3 		 1 	 1 								
IAI	IAI				 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	IAi			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IaI			 1 		 2 	 2 								
	Iai			 2 		 1 	 1 								
	iAI		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	iAi		 1 	 2 	 1 										
	iaI		 1 	 2 		 1 	 1 								
	iai		 1 	 3 											
IAE	IAE				 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	IAe			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IaE			 1 		 1 	 2 								
	Iae			 2 		 1 	 1 								
	iAE		 1 	 1 	 1 		 1 			 1 	 1 				
	iAe		 1 	 2 	 1 										
	iaE		 1 	 2 			 1 								
	iae		 1 	 3 											
IAo	IAo				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IAO			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iao			 1 		 1 	 1 								
	IaO			 2 	 1 	 1 	 1 						 1 		 1 
	iAo		 1 	 1 	 1 										
	iAO		 1 	 2 	 2 										
	iao		 1 	 2 											
	iaO		 1 	 3 	 1 										
IAa	IAa				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IAA			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iaa			 1 		 1 	 1 								
	IaA			 2 	 1 	 1 	 1 						 1 		 1 
	iAa		 1 	 1 	 1 										
	iAA		 1 	 2 	 2 										
	iaa		 1 	 2 											
	iaA		 1 	 3 	 1 										
IAu	IAu				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IAy			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iau			 1 		 1 	 1 								
	Iay			 2 	 1 	 1 	 1 						 1 		 1 
	iAu		 1 	 1 	 1 										
	iAy		 1 	 2 	 2 										
	iau		 1 	 2 											
	iay		 1 	 3 	 1 										
IyO	IyO				 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iyo			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IuO			 1 	 1 	 1 	 1 						 1 		 1 
	Iuo			 2 		 1 	 1 								
	iyO		 1 	 1 	 2 										
	iyo		 1 	 2 	 1 										
	iuo		 1 	 3 											
IyA	IyA				 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iya			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IuA			 1 	 1 	 1 	 1 						 1 		 1 
	Iua			 2 		 1 	 1 								
	iyA		 1 	 1 	 2 										
	iya		 1 	 2 	 1 										
	iua		 1 	 3 											
Iyy	Iyy				 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iyu			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Iuy			 1 	 1 	 1 	 1 						 1 		 1 
	Iuu			 2 		 1 	 1 								
	iyy		 1 	 1 	 2 										
	iyu		 1 	 2 	 1 										
	iuu		 1 	 3 											
Iye	Iye				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IyE			 1 	 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	Iue			 1 		 1 	 1 								
	IuE			 2 		 1 	 2 								
	iye		 1 	 1 	 1 										
	iyE		 1 	 2 	 1 		 1 			 1 	 1 				
	iue		 1 	 2 											
	iuE		 1 	 3 			 1 								
Iyi	Iyi				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IyI			 1 	 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Iui			 1 		 1 	 1 								
	IuI			 2 		 2 	 2 								
	iyi		 1 	 1 	 1 										
	iyI		 1 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	iui		 1 	 2 											
	iuI		 1 	 3 		 1 	 1 								
IyI	IyI				 1 	 2 	 2 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 
	Iyi			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IuI			 1 		 2 	 2 								
	Iui			 2 		 1 	 1 								
	iyI		 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 	 1 				
	iyi		 1 	 2 	 1 										
	iuI		 1 	 2 		 1 	 1 								
	iui		 1 	 3 											
IyE	IyE				 1 	 1 	 2 			 1 	 1 	 1 	 1 	 1 	 1 
	Iye			 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IuE			 1 		 1 	 2 								
	Iue			 2 		 1 	 1 								
	iyE		 1 	 1 	 1 		 1 			 1 	 1 				
	iye		 1 	 2 	 1 										
	iuE		 1 	 2 			 1 								
	iue		 1 	 3 											
Iyo	Iyo				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IyO			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iuo			 1 		 1 	 1 								
	IuO			 2 	 1 	 1 	 1 						 1 		 1 
	iyo		 1 	 1 	 1 										
	iyO		 1 	 2 	 2 										
	iuo		 1 	 2 											
	iuO		 1 	 3 	 1 										
Iya	Iya				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	IyA			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iua			 1 		 1 	 1 								
	IuA			 2 	 1 	 1 	 1 						 1 		 1 
	iya		 1 	 1 	 1 										
	iyA		 1 	 2 	 2 										
	iua		 1 	 2 											
	iuA		 1 	 3 	 1 										
Iyu	Iyu				 1 	 1 	 1 					 1 	 1 	 1 	 1 
	Iyy			 1 	 2 	 1 	 1 					 1 	 1 	 1 	 1 
	Iuu			 1 		 1 	 1 								
	Iuy			 2 	 1 	 1 	 1 						 1 		 1 
	iyu		 1 	 1 	 1 										
	iyy		 1 	 2 	 2 										
	iuu		 1 	 2 											
	iuy		 1 	 3 	 1 										
IeO	IeO				 1 	 1 	 1 						 1 		 1 
	Ieo			 1 		 1 	 1 								
	IEO			 1 	 1 	 1 	 2 						 1 	 1 	 2 
	IEo			 2 		 1 	 2 								
	ieO		 1 	 1 	 1 										
	ieo		 1 	 2 											
	iEO		 1 	 2 	 1 		 1 							 1 	 1 
	iEo		 1 	 3 			 1 								
IeA	IeA				 1 	 1 	 1 						 1 		 1 
	Iea			 1 		 1 	 1 								
	IEA			 1 	 1 	 1 	 2 						 1 	 1 	 2 
	IEa			 2 		 1 	 2 								
	ieA		 1 	 1 	 1 										
	iea		 1 	 2 											
	iEA		 1 	 2 	 1 		 1 							 1 	 1 
	iEa		 1 	 3 			 1 								
Iey	Iey				 1 	 1 	 1 						 1 		 1 
	Ieu			 1 		 1 	 1 								
	IEy			 1 	 1 	 1 	 2 						 1 	 1 	 2 
	IEu			 2 		 1 	 2 								
	iey		 1 	 1 	 1 										
	ieu		 1 	 2 											
	iEy		 1 	 2 	 1 		 1 							 1 	 1 
	iEu		 1 	 3 			 1 								
Iee	Iee					 1 	 1 								
	IeE			 1 		 1 	 2 								
	IEE			 2 		 1 	 3 								
	iee		 1 	 1 											
	ieE		 1 	 2 			 1 								
	iEE		 1 	 3 			 2 								
Iei	Iei					 1 	 1 								
	IeI			 1 		 2 	 2 								
	IEi			 1 		 1 	 2 								
	IEI			 2 		 2 	 3 								
	iei		 1 	 1 											
	ieI		 1 	 2 		 1 	 1 								
	iEi		 1 	 2 			 1 								
	iEI		 1 	 3 		 1 	 2 								
IeI	IeI					 2 	 2 								
	Iei			 1 		 1 	 1 								
	IEI			 1 		 2 	 3 								
	IEi			 2 		 1 	 2 								
	ieI		 1 	 1 		 1 	 1 								
	iei		 1 	 2 											
	iEI		 1 	 2 		 1 	 2 								
	iEi		 1 	 3 			 1 								
IeE	IeE					 1 	 2 								
	Iee			 1 		 1 	 1 								
	IEE			 1 		 1 	 3 								
	IEe			 2 		 1 	 2 								
	ieE		 1 	 1 			 1 								
	iee		 1 	 2 											
	iEE		 1 	 2 			 2 								
	iEe		 1 	 3 			 1 								
Ieo	Ieo					 1 	 1 								
	IeO			 1 	 1 	 1 	 1 						 1 		 1 
	IEo			 1 		 1 	 2 								
	IEO			 2 	 1 	 1 	 2 						 1 	 1 	 2 
	ieo		 1 	 1 											
	ieO		 1 	 2 	 1 										
	iEo		 1 	 2 			 1 								
	iEO		 1 	 3 	 1 		 1 							 1 	 1 
Iea	Iea					 1 	 1 								
	IeA			 1 	 1 	 1 	 1 						 1 		 1 
	IEa			 1 		 1 	 2 								
	IEA			 2 	 1 	 1 	 2 						 1 	 1 	 2 
	iea		 1 	 1 											
	ieA		 1 	 2 	 1 										
	iEa		 1 	 2 			 1 								
	iEA		 1 	 3 	 1 		 1 							 1 	 1 
Ieu	Ieu					 1 	 1 								
	Iey			 1 	 1 	 1 	 1 						 1 		 1 
	IEu			 1 		 1 	 2 								
	IEy			 2 	 1 	 1 	 2 						 1 	 1 	 2 
	ieu		 1 	 1 											
	iey		 1 	 2 	 1 										
	iEu		 1 	 2 			 1 								
	iEy		 1 	 3 	 1 		 1 							 1 	 1 
IiO	IiO				 1 	 1 	 1 						 1 		 1 
	Iio			 1 		 1 	 1 								
	IIO			 1 	 1 	 2 	 2 					 1 	 2 	 1 	 2 
	IIo			 2 		 2 	 2 								
	iiO		 1 	 1 	 1 										
	iio		 1 	 2 											
	iIO		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iIo		 1 	 3 		 1 	 1 								
IiA	IiA				 1 	 1 	 1 						 1 		 1 
	Iia			 1 		 1 	 1 								
	IIA			 1 	 1 	 2 	 2 					 1 	 2 	 1 	 2 
	IIa			 2 		 2 	 2 								
	iiA		 1 	 1 	 1 										
	iia		 1 	 2 											
	iIA		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iIa		 1 	 3 		 1 	 1 								
Iiy	Iiy				 1 	 1 	 1 						 1 		 1 
	Iiu			 1 		 1 	 1 								
	IIy			 1 	 1 	 2 	 2 					 1 	 2 	 1 	 2 
	IIu			 2 		 2 	 2 								
	iiy		 1 	 1 	 1 										
	iiu		 1 	 2 											
	iIy		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iIu		 1 	 3 		 1 	 1 								
Iie	Iie					 1 	 1 								
	IiE			 1 		 1 	 2 								
	IIe			 1 		 2 	 2 								
	IIE			 2 		 2 	 3 								
	iie		 1 	 1 											
	iiE		 1 	 2 			 1 								
	iIe		 1 	 2 		 1 	 1 								
	iIE		 1 	 3 		 1 	 2 								
Iii	Iii					 1 	 1 								
	IiI			 1 		 2 	 2 								
	III			 2 		 3 	 3 								
	iii		 1 	 1 											
	iiI		 1 	 2 		 1 	 1 								
	iII		 1 	 3 		 2 	 2 								
IiI	IiI					 2 	 2 								
	Iii			 1 		 1 	 1 								
	III			 1 		 3 	 3 								
	IIi			 2 		 2 	 2 								
	iiI		 1 	 1 		 1 	 1 								
	iii		 1 	 2 											
	iII		 1 	 2 		 2 	 2 								
	iIi		 1 	 3 		 1 	 1 								
IiE	IiE					 1 	 2 								
	Iie			 1 		 1 	 1 								
	IIE			 1 		 2 	 3 								
	IIe			 2 		 2 	 2 								
	iiE		 1 	 1 			 1 								
	iie		 1 	 2 											
	iIE		 1 	 2 		 1 	 2 								
	iIe		 1 	 3 		 1 	 1 								
Iio	Iio					 1 	 1 								
	IiO			 1 	 1 	 1 	 1 						 1 		 1 
	IIo			 1 		 2 	 2 								
	IIO			 2 	 1 	 2 	 2 					 1 	 2 	 1 	 2 
	iio		 1 	 1 											
	iiO		 1 	 2 	 1 										
	iIo		 1 	 2 		 1 	 1 								
	iIO		 1 	 3 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
Iia	Iia					 1 	 1 								
	IiA			 1 	 1 	 1 	 1 						 1 		 1 
	IIa			 1 		 2 	 2 								
	IIA			 2 	 1 	 2 	 2 					 1 	 2 	 1 	 2 
	iia		 1 	 1 											
	iiA		 1 	 2 	 1 										
	iIa		 1 	 2 		 1 	 1 								
	iIA		 1 	 3 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
Iiu	Iiu					 1 	 1 								
	Iiy			 1 	 1 	 1 	 1 						 1 		 1 
	IIu			 1 		 2 	 2 								
	IIy			 2 	 1 	 2 	 2 					 1 	 2 	 1 	 2 
	iiu		 1 	 1 											
	iiy		 1 	 2 	 1 										
	iIu		 1 	 2 		 1 	 1 								
	iIy		 1 	 3 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
IIO	IIO				 1 	 2 	 2 					 1 	 2 	 1 	 2 
	IIo			 1 		 2 	 2 								
	IiO			 1 	 1 	 1 	 1 						 1 		 1 
	Iio			 2 		 1 	 1 								
	iIO		 1 	 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iIo		 1 	 2 		 1 	 1 								
	iiO		 1 	 2 	 1 										
	iio		 1 	 3 											
IIA	IIA				 1 	 2 	 2 					 1 	 2 	 1 	 2 
	IIa			 1 		 2 	 2 								
	IiA			 1 	 1 	 1 	 1 						 1 		 1 
	Iia			 2 		 1 	 1 								
	iIA		 1 	 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iIa		 1 	 2 		 1 	 1 								
	iiA		 1 	 2 	 1 										
	iia		 1 	 3 											
IIy	IIy				 1 	 2 	 2 					 1 	 2 	 1 	 2 
	IIu			 1 		 2 	 2 								
	Iiy			 1 	 1 	 1 	 1 						 1 		 1 
	Iiu			 2 		 1 	 1 								
	iIy		 1 	 1 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iIu		 1 	 2 		 1 	 1 								
	iiy		 1 	 2 	 1 										
	iiu		 1 	 3 											
IIe	IIe					 2 	 2 								
	IIE			 1 		 2 	 3 								
	Iie			 1 		 1 	 1 								
	IiE			 2 		 1 	 2 								
	iIe		 1 	 1 		 1 	 1 								
	iIE		 1 	 2 		 1 	 2 								
	iie		 1 	 2 											
	iiE		 1 	 3 			 1 								
IIi	IIi					 2 	 2 								
	III			 1 		 3 	 3 								
	Iii			 1 		 1 	 1 								
	IiI			 2 		 2 	 2 								
	iIi		 1 	 1 		 1 	 1 								
	iII		 1 	 2 		 2 	 2 								
	iii		 1 	 2 											
	iiI		 1 	 3 		 1 	 1 								
III	III					 3 	 3 								
	IIi			 1 		 2 	 2 								
	Iii			 2 		 1 	 1 								
	iII		 1 	 1 		 2 	 2 								
	iIi		 1 	 2 		 1 	 1 								
	iii		 1 	 3 											
IIE	IIE					 2 	 3 								
	IIe			 1 		 2 	 2 								
	IiE			 1 		 1 	 2 								
	Iie			 2 		 1 	 1 								
	iIE		 1 	 1 		 1 	 2 								
	iIe		 1 	 2 		 1 	 1 								
	iiE		 1 	 2 			 1 								
	iie		 1 	 3 											
IIo	IIo					 2 	 2 								
	IIO			 1 	 1 	 2 	 2 					 1 	 2 	 1 	 2 
	Iio			 1 		 1 	 1 								
	IiO			 2 	 1 	 1 	 1 						 1 		 1 
	iIo		 1 	 1 		 1 	 1 								
	iIO		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iio		 1 	 2 											
	iiO		 1 	 3 	 1 										
IIa	IIa					 2 	 2 								
	IIA			 1 	 1 	 2 	 2 					 1 	 2 	 1 	 2 
	Iia			 1 		 1 	 1 								
	IiA			 2 	 1 	 1 	 1 						 1 		 1 
	iIa		 1 	 1 		 1 	 1 								
	iIA		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iia		 1 	 2 											
	iiA		 1 	 3 	 1 										
IIu	IIu					 2 	 2 								
	IIy			 1 	 1 	 2 	 2 					 1 	 2 	 1 	 2 
	Iiu			 1 		 1 	 1 								
	Iiy			 2 	 1 	 1 	 1 						 1 		 1 
	iIu		 1 	 1 		 1 	 1 								
	iIy		 1 	 2 	 1 	 1 	 1 					 1 	 1 	 1 	 1 
	iiu		 1 	 2 											
	iiy		 1 	 3 	 1 										
IEO	IEO				 1 	 1 	 2 						 1 	 1 	 2 
	IEo			 1 		 1 	 2 								
	IeO			 1 	 1 	 1 	 1 						 1 		 1 
	Ieo			 2 		 1 	 1 								
	iEO		 1 	 1 	 1 		 1 							 1 	 1 
	iEo		 1 	 2 			 1 								
	ieO		 1 	 2 	 1 										
	ieo		 1 	 3 											
IEA	IEA				 1 	 1 	 2 						 1 	 1 	 2 
	IEa			 1 		 1 	 2 								
	IeA			 1 	 1 	 1 	 1 						 1 		 1 
	Iea			 2 		 1 	 1 								
	iEA		 1 	 1 	 1 		 1 							 1 	 1 
	iEa		 1 	 2 			 1 								
	ieA		 1 	 2 	 1 										
	iea		 1 	 3 											
IEy	IEy				 1 	 1 	 2 						 1 	 1 	 2 
	IEu			 1 		 1 	 2 								
	Iey			 1 	 1 	 1 	 1 						 1 		 1 
	Ieu			 2 		 1 	 1 								
	iEy		 1 	 1 	 1 		 1 							 1 	 1 
	iEu		 1 	 2 			 1 								
	iey		 1 	 2 	 1 										
	ieu		 1 	 3 											
IEe	IEe					 1 	 2 								
	IEE			 1 		 1 	 3 								
