trialnum	Generated	Heard	Id(Bk)Syl1	now	Id(Bk)	now	MaxIOSyl1	now	MaxIO	now	NonEmpty	now	*F1	now	*F3	now	*F4	now	*F5	now	*B1	now	*B2	now	*B3	now	*B5	now	*F1_B1	now	*F1..._B1	now	*F1_B2	now	*F1..._B2	now	*F1_B3	now	*F1..._B3	now	*F1_B5	now	*F1..._B5	now	*F3_B1	now	*F3..._B1	now	*F3_B2	now	*F3..._B2	now	*F3_B3	now	*F3..._B3	now	*F3_B5	now	*F3..._B5	now	*F4_B1	now	*F4..._B1	now	*F4_B2	now	*F4..._B2	now	*F4_B3	now	*F4..._B3	now	*F4_B5	now	*F4..._B5	now	*F5_B1	now	*F5..._B1	now	*F5_B2	now	*F5..._B2	now	*F5_B3	now	*F5..._B3	now	*F5_B5	now	*F5..._B5	now	*_B1F1	now	*_B1...F1	now	*_B1F3	now	*_B1...F3	now	*_B1F4	now	*_B1...F4	now	*_B1F5	now	*_B1...F5	now	*_B2F1	now	*_B2...F1	now	*_B2F3	now	*_B2...F3	now	*_B2F4	now	*_B2...F4	now	*_B2F5	now	*_B2...F5	now	*_B3F1	now	*_B3...F1	now	*_B3F3	now	*_B3...F3	now	*_B3F4	now	*_B3...F4	now	*_B3F5	now	*_B3...F5	now	*_B5F1	now	*_B5...F1	now	*_B5F3	now	*_B5...F3	now	*_B5F4	now	*_B5...F4	now	*_B5F5	now	*_B5...F5	now
103	yiA	uia	1.1111111111111112	24.020329670329666	0	8.857142857142856									1.1111111111111112	33.53461538461537	1.1111111111111112	25.534615384615364	1.1111111111111112	21.534615384615368							-2	29.342857142857156																																																													-2	80	-2	80																																																													-2	56	-2	56
104	oa_	OAO	1.0	25.020329670329666	0	8.857142857142856			1.0	43.51666666666666			-2	58	-2	31.53461538461537	-2	23.534615384615364	-2	19.534615384615368					1.0	58.0	1.0	30.342857142857156																																																																																																																																
105	uu_	uuo							1.3333333333333333	44.849999999999994															-2	56.0	-2	28.342857142857156																																																																																																																																
107	o_	oo							1.3333333333333333	46.18333333333333															-2	54.0	-2	26.342857142857156																																																																																																																																
108	o__	ooi							1.75	47.93333333333333									-2	17.534615384615368					-2	52.0	-2	24.342857142857156																																																																																																													-2	88	-2	86													-2	54	-2	54
110	A_e	aoe	1.3333333333333333	26.353663003662998	0	8.857142857142856			1.3333333333333333	49.266666666666666					1.3333333333333333	32.86794871794871	1.3333333333333333	24.867948717948696	1.3333333333333333	18.8679487179487					-2	50.0	-2	22.342857142857156																																																																																																									-2	96	-2	94	-2	86	-2	84									-2	82	-2	80	-2	52	-2	52
112	ou_	ouo							1.3333333333333333	50.6															-2	48.0	-2	20.342857142857156																																																																																																																																
113	y_i	uoi	1.0909090909090908	27.444572094572088	0	8.857142857142856			1.0909090909090908	51.690909090909095					1.0909090909090908	33.9588578088578	1.0909090909090908	25.958857808857786	1.0909090909090908	19.95885780885779					-2	46.0	-2	18.342857142857156																																																																																																													-2	84	-2	82													-2	50	-2	50
116	ye_	yeO							1.6	53.290909090909096			-2	56	-2	31.9588578088578	-2	23.958857808857786	-2	17.95885780885779																																																																																																																																								
117	o_o	oeo							1.894736842105263	55.18564593301436							-2	21.958857808857786	-2	15.95885780885779																																																	-2	96	-2	96	-2	92	-2	92									-2	94	-2	94	-2	78	-2	78																																									-2	94	-2	92	-2	82	-2	80									-2	80	-2	78	-2	48	-2	48
121	yie	uie	1.0	28.444572094572088	0	8.857142857142856									1.0	32.9588578088578	1.0	22.958857808857786	1.0	16.95885780885779							-2	16.342857142857156																																																																																																																											-2	76	-2	46	-2	46
122	ooo	OOO	1.1428571428571428	29.58742923742923	0	8.857142857142856							-2	54	-2	30.9588578088578	-2	20.958857808857786	-2	14.95885780885779					1.1428571428571428	47.142857142857146	1.1428571428571428	17.485714285714298																																																																																																																																
124	Ae	ae	1.1111111111111112	30.69854034854034	0	8.857142857142856									1.1111111111111112	32.069968919968915	1.1111111111111112	22.069968919968897	1.1111111111111112	16.0699689199689							-2	15.485714285714298																																																																																																																									-2	78	-2	74	-2	44	-2	44
125	ouo	OyO	1.1428571428571428	31.841397491397483	0	8.857142857142856							-2	52	-2	30.069968919968915	-2	20.069968919968897	-2	14.0699689199689					1.1428571428571428	48.28571428571429	1.1428571428571428	16.62857142857144																																																																																																																																
126	Aei	aei	1.1111111111111112	32.952508602508594	0	8.857142857142856									1.1111111111111112	31.181080031080025	1.1111111111111112	21.181080031080008	1.1111111111111112	15.181080031080011							-2	14.62857142857144																																																																																																																									-2	76	-2	72	-2	42	-2	42
127	oau	OAy	1.1428571428571428	34.09536574536574	0	8.857142857142856							-2	50	-2	29.181080031080025	-2	19.181080031080008	-2	13.181080031080011					1.1428571428571428	49.42857142857144	1.1428571428571428	15.771428571428583																																																																																																																																
128	uao	yAO	1.1428571428571428	35.238222888222886	0	8.857142857142856							-2	48	-2	27.181080031080025	-2	17.181080031080008	-2	11.181080031080011					1.1428571428571428	50.571428571428584	1.1428571428571428	16.914285714285725																																																																																																																																
129	yiy	uiu	1.1111111111111112	36.349333999334	0	8.857142857142856									1.1111111111111112	28.292191142191136	1.1111111111111112	18.29219114219112	1.1111111111111112	12.292191142191122							-2	14.914285714285725																																																													-2	76	-2	76																																																													-2	40	-2	40
131	OAO	oao	0.5714285714285714	36.92076257076257	0	8.857142857142856							0.5714285714285714	48.57142857142857	0.5714285714285714	28.86361971361971	0.5714285714285714	18.86361971361969	0.5714285714285714	12.863619713619693					-2	48.571428571428584	-2	12.914285714285725																																																																																																																																
133	auo	AyO	1.1428571428571428	38.063619713619715	0	8.857142857142856							-2	46.57142857142857	-2	26.86361971361971	-2	16.86361971361969	-2	10.863619713619693					1.1428571428571428	49.71428571428573	1.1428571428571428	14.057142857142868																																																																																																																																
136	Aie	aie	1.0	39.063619713619715	0	8.857142857142856									1.0	27.86361971361971	1.0	17.86361971361969	1.0	11.863619713619693							-2	12.057142857142868																																																																																																																											-2	70	-2	38	-2	38
137	yeA	uea	1.3846153846153846	40.4482350982351	0	8.857142857142856									1.3846153846153846	29.248235098235092	1.3846153846153846	19.248235098235075	1.3846153846153846	13.248235098235078							-2	10.057142857142868																																													-2	90	-2	90													-2	74	-2	74																																																									-2	74	-2	68	-2	36	-2	36
139	OAO	oao	0.5714285714285714	41.01966366966367	0	8.857142857142856							0.5714285714285714	47.14285714285714	0.5714285714285714	29.819663669663665	0.5714285714285714	19.819663669663647	0.5714285714285714	13.81966366966365					-2	47.71428571428573	-2	8.057142857142868																																																																																																																																
141	Aiy	aiu	1.1111111111111112	42.130774780774786	0	8.857142857142856									1.1111111111111112	30.930774780774776	1.1111111111111112	20.930774780774758	1.1111111111111112	14.93077478077476							-2	6.057142857142868																																																													-2	72	-2	72																																																													-2	34	-2	34
142	OAe	oae	1.2307692307692308	43.36154401154402	0	8.857142857142856							1.2307692307692308	48.37362637362637	1.2307692307692308	32.16154401154401	1.2307692307692308	22.161544011543988	1.2307692307692308	16.16154401154399					-2	45.71428571428573	-2	4.057142857142868																																																																																																											-2	90			-2	78									-2	72	-2	66	-2	32	-2	32
143	yye	uue	1.1111111111111112	44.472655122655134	0	8.857142857142856									1.1111111111111112	33.272655122655124	1.1111111111111112	23.2726551226551	1.1111111111111112	17.272655122655102							-2	2.0571428571428676																																																																																																																									-2	70	-2	64	-2	30	-2	30
144	OeO	oeo	1.565217391304348	46.037872513959485	0	8.857142857142856							1.565217391304348	49.93884376493072	1.565217391304348	34.837872513959475	1.565217391304348	24.837872513959447	1.565217391304348	18.83787251395945					-2	43.71428571428573	-2	0.0571428571428676																																									-2	94	-2	94	-2	88	-2	88									-2	92	-2	92	-2	70	-2	70																																									-2	92	-2	88	-2	80	-2	76									-2	68	-2	62	-2	28	-2	28
145	yAe	uae	1.1111111111111112	47.1489836250706	0	8.857142857142856									1.1111111111111112	35.94898362507059	1.1111111111111112	25.948983625070557	1.1111111111111112	19.94898362507056							-2	-1.9428571428571324																																																																																																																									-2	66	-2	60	-2	26	-2	26
150	Oee	oee	1.3333333333333333	48.482316958403935	0	8.857142857142856							1.3333333333333333	51.27217709826406	1.3333333333333333	37.282316958403925	1.3333333333333333	27.28231695840389	1.3333333333333333	21.282316958403893					-2	41.71428571428573	-2	-3.9428571428571324																																																																																																									-2	90	-2	86	-2	78	-2	74									-2	64	-2	58	-2	24	-2	24
154	aoa	AOA	1.1428571428571428	49.62517410126108	0	8.857142857142856							-2	49.27217709826406	-2	35.282316958403925	-2	25.28231695840389	-2	19.282316958403893					1.1428571428571428	42.857142857142875	1.1428571428571428	-2.7999999999999896																																																																																																																																
