trial num	generated	heard	Id(Bk)Syl1	now	Id(Bk)	now	*F3	now	*F5	now	*B2	now	*B5	now	*F3_B2	now	*F3..._B2	now	*F3_B5	now	*F3..._B5	now	*F5_B2	now	*F5..._B2	now	*F5_B5	now	*F5..._B5	now	*_B2F3	now	*_B2...F3	now	*_B2F5	now	*_B2...F5	now	*_B5F3	now	*_B5...F3	now	*_B5F5	now	*_B5...F5	now
331	iuo	iyO			0.4	70.98809523809533	-1	73.64999999999992	-1	72.64999999999992			0.4	69.33809523809533													0.4	75.87142857142872	0.4	75.87142857142872																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	90.98809523809533																																										
332	iOy	iou			0.75	71.73809523809533	0.75	74.39999999999992	0.75	73.39999999999992			-1	68.33809523809533													-1	74.87142857142872	-1	74.87142857142872																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	91.73809523809533																																										
335	iiA	iia			0.75	72.48809523809533	0.75	75.14999999999992	0.75	74.14999999999992			-1	67.33809523809533													-1	73.87142857142872	-1	73.87142857142872																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	92.48809523809533																																										
344	eiu	eiy			0.4	72.88809523809533	-1	74.14999999999992	-1	73.14999999999992			0.4	67.73809523809534													0.4	74.27142857142873	0.4	74.27142857142873																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	92.88809523809533																																										
353	iaa	iAA			0.4	73.28809523809534	-1	73.14999999999992	-1	72.14999999999992			0.4	68.13809523809535													0.4	74.67142857142873	0.4	74.67142857142873																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	93.28809523809534																																										
355	iOy	iou			0.75	74.03809523809534	0.75	73.89999999999992	0.75	72.89999999999992			-1	67.13809523809535													-1	73.67142857142873	-1	73.67142857142873																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	94.03809523809534																																										
365	ieo	ieO			0.4	74.43809523809534	-1	72.89999999999992	-1	71.89999999999992			0.4	67.53809523809535													0.4	74.07142857142874	0.4	74.07142857142874																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	94.43809523809534																																										
372	eao	eAO			0.4	74.83809523809535	-1	71.89999999999992	-1	70.89999999999992			0.4	67.93809523809536													0.4	74.47142857142875	0.4	74.47142857142875																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	94.83809523809535																																										
378	iiy	iiu			0.75	75.58809523809535	0.75	72.64999999999992	0.75	71.64999999999992			-1	66.93809523809536													-1	73.47142857142875	-1	73.47142857142875																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	95.58809523809535																																										
405	eoo	eOO			0.4	75.98809523809535	-1	71.64999999999992	-1	70.64999999999992			0.4	67.33809523809536													0.4	73.87142857142875	0.4	73.87142857142875																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.4000000000000057	95.98809523809535																																										
426	iai	iAi			0.2857142857142857	76.27380952380965	-1	70.64999999999992	-1	69.64999999999992			0.2857142857142857	67.62380952380965													0.2857142857142857	74.15714285714304	0.2857142857142857	74.15714285714304													0.2857142857142857	74.73809523809523	0.2857142857142857	74.73809523809523
	a priori	Id(Bk)Syl1>>Id(Bk)	0.2857142857142918	96.27380952380965																																										
447	iyA	iua			0.75	77.02380952380965	0.75	71.39999999999992	0.75	70.39999999999992			-1	66.62380952380965													-1	73.15714285714304	-1	73.15714285714304																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	97.02380952380965																																										
472	eOO	eoo			0.75	77.77380952380965	0.75	72.14999999999992	0.75	71.14999999999992			-1	65.62380952380965													-1	72.15714285714304	-1	72.15714285714304																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.75	97.77380952380965																																										
478	iye	iue			1.25	79.02380952380965	1.25	73.39999999999992	1.25	72.39999999999992			-1	64.62380952380965													-1	71.15714285714304	-1	71.15714285714304													-1	73.73809523809523	-1	73.73809523809523
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	99.02380952380965																																										
560	eAe	eae			1.25	80.27380952380965	1.25	74.64999999999992	1.25	73.64999999999992			-1	63.623809523809655													-1	70.15714285714304	-1	70.15714285714304													-1	72.73809523809523	-1	72.73809523809523
	a priori	Id(Bk)Syl1>>Id(Bk)	1.25	100.27380952380965																																										
1296	iou	iOy			0.04000000000000001	80.31380952380965	-0.1	74.54999999999993	-0.1	73.54999999999993			0.04000000000000001	63.663809523809654													0.04000000000000001	70.19714285714305	0.04000000000000001	70.19714285714305																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.04000000000000625	100.31380952380965																																										
1399	iia	iiA			0.04000000000000001	80.35380952380966	-0.1	74.44999999999993	-0.1	73.44999999999993			0.04000000000000001	63.70380952380965													0.04000000000000001	70.23714285714306	0.04000000000000001	70.23714285714306																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.04000000000000625	100.35380952380966																																										
1520	eau	eAy			0.04000000000000001	80.39380952380967	-0.1	74.34999999999994	-0.1	73.34999999999994			0.04000000000000001	63.74380952380965													0.04000000000000001	70.27714285714306	0.04000000000000001	70.27714285714306																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.04000000000000625	100.39380952380967																																										
1626	eaa	eAA			0.04000000000000001	80.43380952380967	-0.1	74.24999999999994	-0.1	73.24999999999994			0.04000000000000001	63.78380952380965													0.04000000000000001	70.31714285714307	0.04000000000000001	70.31714285714307																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.04000000000000625	100.43380952380967																																										
1893	eo	eO			0.04000000000000001	80.47380952380968	-0.1	74.14999999999995	-0.1	73.14999999999995			0.04000000000000001	63.82380952380965													0.04000000000000001	70.35714285714307	0.04000000000000001	70.35714285714307																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.04000000000000625	100.47380952380968																																										
2211	iue	iye			0.002857142857142857	80.47666666666682	-0.01	74.13999999999994	-0.01	73.13999999999994			0.002857142857142857	63.826666666666796													0.002857142857142857	70.36000000000021	0.002857142857142857	70.36000000000021													0.002857142857142857	72.74095238095236	0.002857142857142857	72.74095238095236
	a priori	Id(Bk)Syl1>>Id(Bk)	0.0028571428571382285	100.47666666666682																																										
2910	eua	eyA			0.004	80.48066666666682	-0.01	74.12999999999994	-0.01	73.12999999999994			0.004	63.830666666666794													0.004	70.36400000000022	0.004	70.36400000000022																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.0040000000000048885	100.48066666666682																																										
2996	eoo	eOO			0.004	80.48466666666683	-0.01	74.11999999999993	-0.01	73.11999999999993			0.004	63.83466666666679													0.004	70.36800000000022	0.004	70.36800000000022																
	a priori	Id(Bk)Syl1>>Id(Bk)	0.0040000000000048885	100.48466666666683																																										
TOTAL				100.48466666666683		80.48466666666683		74.11999999999993		73.11999999999993		102.0857142857143		63.83466666666679		100		100		100		100		100		100.28571428571429		70.36800000000022		70.36800000000022		100		100		100		100		100		100		72.74095238095236		72.74095238095236
