trialnum	generated	heard	IdBkSyl1	now	IdBk	now	star_F1	now	star_F3	now	star_F4	now	star_F5	now	star_B1	now	star_B2	now	star_B3	now	star_B5	now	star_F1_B1	now	star_F1..._B1	now	star_F1_B2	now	star_F1..._B2	now	star_F1_B3	now	star_F1..._B3	now	star_F1_B5	now	star_F1..._B5	now	star_F3_B1	now	star_F3..._B1	now	star_F3_B2	now	star_F3..._B2	now	star_F3_B3	now	star_F3..._B3	now	star_F3_B5	now	star_F3..._B5	now	star_F4_B1	now	star_F4..._B1	now	star_F4_B2	now	star_F4..._B2	now	star_F4_B3	now	star_F4..._B3	now	star_F4_B5	now	star_F4..._B5	now	star_F5_B1	now	star_F5..._B1	now	star_F5_B2	now	star_F5..._B2	now	star_F5_B3	now	star_F5..._B3	now	star_F5_B5	now	star_F5..._B5	now	star__B1F1	now	star__B1...F1	now	star__B1F3	now	star__B1...F3	now	star__B1F4	now	star__B1...F4	now	star__B1F5	now	star__B1...F5	now	star__B2F1	now	star__B2...F1	now	star__B2F3	now	star__B2...F3	now	star__B2F4	now	star__B2...F4	now	star__B2F5	now	star__B2...F5	now	star__B3F1	now	star__B3...F1	now	star__B3F3	now	star__B3...F3	now	star__B3F4	now	star__B3...F4	now	star__B3F5	now	star__B3...F5	now	star__B5F1	now	star__B5...F1	now	star__B5F3	now	star__B5...F3	now	star__B5F4	now	star__B5...F4	now	star__B5F5	now	star__B5...F5	now
	a priori	IdBkSyl1>>IdBk	2.8000000000000043	47.08571428571429																																																																																																																																																		
9	ea	Ea	0.6666666666666666	47.75238095238095	0.6666666666666666	27.752380952380953					0.6666666666666666	108.01904761904763	0.6666666666666666	106.01904761904763			-2	103.33333333333334	-2	107.73333333333335	-2	105.73333333333335																																													0.6666666666666666	94.93333333333334	0.6666666666666666	94.93333333333334													0.6666666666666666	94.93333333333334	0.6666666666666666	94.93333333333334																																																																
10	Oy	ou	0.5714285714285714	48.32380952380952	0.5714285714285714	28.323809523809526	0.5714285714285714	101.12380952380953	0.5714285714285714	101.92380952380952	0.5714285714285714	108.5904761904762	0.5714285714285714	106.5904761904762					-2	105.73333333333335	-2	103.73333333333335																																																																																																																																
11	EaE	eae	3.3333333333333335	51.65714285714286	3.3333333333333335	31.65714285714286					-2	106.5904761904762	-2	104.5904761904762			3.3333333333333335	106.66666666666667	3.3333333333333335	109.06666666666668	3.3333333333333335	107.06666666666668																																													-2	92.93333333333334	-2	92.93333333333334													-2	92.93333333333334	-2	92.93333333333334																																																									-2	94	-2	94	-2	90	-2	90
12	AA	Aa			2.8	34.457142857142856			2.8	104.72380952380952	2.8	109.39047619047619	2.8	107.39047619047619							-2	105.06666666666668																													-2	92.26666666666667	-2	92.26666666666667													-2	90.93333333333334	-2	90.93333333333334													-2	90.93333333333334	-2	90.93333333333334																																																																
	a priori	IdBkSyl1>>IdBk	2.799999999999997	54.457142857142856																																																																																																																																																		
13	uaI	uai			1.0	35.457142857142856							-2	105.39047619047619	1.0	102.66666666666667	1.0	107.66666666666667	1.0	110.06666666666668	1.0	106.06666666666668																																																																																																																													-2	88	-2	88
	a priori	IdBkSyl1>>IdBk	1.0	55.457142857142856																																																																																																																																																		
15	eAO	Eao	0.8571428571428571	56.31428571428571	0.8571428571428571	36.31428571428571	0.8571428571428571	101.98095238095239	0.8571428571428571	105.58095238095238	0.8571428571428571	110.24761904761905	0.8571428571428571	106.24761904761905			-2	105.66666666666667	-2	108.06666666666668	-2	104.06666666666668																																																																																																																																
16	aEo	Aeo	4.333333333333333	60.647619047619045	4.333333333333333	40.647619047619045			-2	103.58095238095238	-2	108.24761904761905	-2	104.24761904761905			4.333333333333333	110.0	4.333333333333333	112.4	4.333333333333333	108.4																											-2	94			-2	90.26666666666667									-2	96	-2	94	-2	88.93333333333334	-2	88.93333333333334									-2	96	-2	94	-2	88.93333333333334	-2	88.93333333333334																																																																
17	ui	yi	1.0	61.647619047619045	1.0	41.647619047619045			-2	101.58095238095238	-2	106.24761904761905	-2	102.24761904761905							1.0	109.4																																																																																																																													1.0	89.0	1.0	89.0
18	iAy	iau			1.2	42.84761904761905			1.2	102.78095238095239	1.2	107.44761904761906	1.2	103.44761904761906							-2	107.4																																																													-2	86.93333333333334	-2	86.93333333333334																																																																
	a priori	IdBkSyl1>>IdBk	1.2000000000000028	62.84761904761905																																																																																																																																																		
19	ee	Ee	6.0	68.84761904761905	6.0	48.84761904761905					6.0	113.44761904761906	6.0	109.44761904761906			-2	108.0	-2	110.4	-2	105.4																																																																																									-2	96	-2	96	-2	96	-2	94									-2	94	-2	94	-2	90	-2	90									-2	92	-2	92	-2	87.0	-2	87.0
20	EE	ee	0.6666666666666666	69.51428571428572	0.6666666666666666	49.51428571428571					-2	111.44761904761906	-2	107.44761904761906			0.6666666666666666	108.66666666666667	0.6666666666666666	111.06666666666668	0.6666666666666666	106.06666666666668																																																																																																																																
21	uaE	uae			2.4	51.91428571428571					-2	109.44761904761906	-2	105.44761904761906			2.4	111.06666666666668	2.4	113.46666666666668	2.4	108.46666666666668																																																																																																																									-2	90	-2	90	-2	85.0	-2	85.0
	a priori	IdBkSyl1>>IdBk	2.3999999999999915	71.91428571428571																																																																																																																																																		
22	OOu	Oou			4.666666666666667	56.580952380952375	4.666666666666667	106.64761904761906	4.666666666666667	107.44761904761906	4.666666666666667	114.11428571428573	4.666666666666667	110.11428571428573					-2	111.46666666666668	-2	106.46666666666668									-2	98	-2	96			-2	96.26666666666667									-2	96	-2	92			-2	88.26666666666667									-2	94	-2	92			-2	86.93333333333334									-2	94	-2	92			-2	84.93333333333334																																																																
	a priori	IdBkSyl1>>IdBk	4.666666666666657	76.58095238095237																																																																																																																																																		
23	aaE	aae			2.4	58.980952380952374					-2	112.11428571428573	-2	108.11428571428573			2.4	113.46666666666668	2.4	113.86666666666669	2.4	108.86666666666669																																																																																																																									-2	88	-2	88	-2	83.0	-2	83.0
	a priori	IdBkSyl1>>IdBk	2.4000000000000057	78.98095238095237																																																																																																																																																		
25	Oee	oee	2.857142857142857	81.83809523809524	2.857142857142857	61.83809523809523	2.857142857142857	109.50476190476192	2.857142857142857	110.30476190476192	2.857142857142857	114.97142857142859	2.857142857142857	110.97142857142859					-2	111.86666666666669	-2	106.86666666666669																																																																																																									-2	92	-2	92	-2	88	-2	88									-2	86	-2	86	-2	81.0	-2	81.0
26	Euu	euu	2.0	83.83809523809524	2.0	63.83809523809523					-2	112.97142857142859	-2	108.97142857142859			2.0	115.46666666666668	2.0	113.86666666666669	2.0	108.86666666666669																																													-2	86.93333333333334	-2	84.93333333333334													-2	84.93333333333334	-2	82.93333333333334																																																																
27	aOi	Aoi	3.0	86.83809523809524	3.0	66.83809523809524	3.0	112.50476190476192											-2	111.86666666666669																											-2	94	-2	90	-2	90.26666666666667	-2	86.26666666666667									-2	92	-2	90	-2	84.93333333333334	-2	82.93333333333334									-2	92	-2	90	-2	82.93333333333334	-2	80.93333333333334																																													-2	86	-2	86	3.0	103.0	3.0	103.0	3.0	103.0	3.0	103.0	3.0	89.0	3.0	89.0				
29	oiE	oie			0.7272727272727273	67.56536796536797					-2	110.97142857142859	-2	106.97142857142859			0.7272727272727273	116.19393939393942	0.7272727272727273	112.59393939393942	0.7272727272727273	109.59393939393942																																																					0.7272727272727273	100.72727272727273	0.7272727272727273	100.72727272727273	0.7272727272727273	92.72727272727273	0.7272727272727273	90.72727272727273	0.7272727272727273	83.66060606060607	0.7272727272727273	81.66060606060607																																											-2	90															-2	87.0				
	a priori	IdBkSyl1>>IdBk	0.7272727272727337	87.56536796536797																																																																																																																																																		
31	Aey	Aeu			2.4	69.96536796536797			2.4	112.70476190476192	2.4	113.3714285714286	2.4	109.3714285714286							-2	107.59393939393942																															-2	84.26666666666667													-2	82.93333333333334	-2	80.93333333333334													-2	81.66060606060607	-2	79.66060606060607																																																																
	a priori	IdBkSyl1>>IdBk	2.4000000000000057	89.96536796536797																																																																																																																																																		
33	ua	ya	4.5	94.46536796536797	4.5	74.46536796536797			-2	110.70476190476192	-2	111.3714285714286	-2	107.3714285714286							4.5	112.09393939393942																													-2	88.26666666666667	-2	82.26666666666667													-2	80.93333333333334	-2	78.93333333333334													-2	79.66060606060607	-2	77.66060606060607																																																																
34	Oye	Oue			5.2	79.66536796536798			5.2	115.90476190476193	5.2	116.5714285714286	5.2	112.5714285714286							-2	110.09393939393942													-2	96.26666666666667	-2	94.26666666666667													-2	86.26666666666667	-2	80.26666666666667													-2	78.93333333333334	-2	76.93333333333334													-2	77.66060606060607	-2	75.66060606060607																																																									-2	87.0	-2	85.0	-2	79.0	-2	79.0
	a priori	IdBkSyl1>>IdBk	5.200000000000003	99.66536796536798																																																																																																																																																		
35	aEi	Aei	0.5	100.16536796536798	0.5	80.16536796536798			-2	113.90476190476193	-2	114.5714285714286	-2	110.5714285714286			0.5	116.69393939393942	0.5	113.09393939393942	0.5	110.59393939393942																																																																																													0.5	96.5	0.5	94.5													0.5	86.5	0.5	86.5													0.5	79.5	0.5	79.5
36	aoE	aoe			4.0	84.16536796536798					-2	112.5714285714286	-2	108.5714285714286			4.0	120.69393939393942	4.0	117.09393939393942	4.0	114.59393939393942																																																																																																									-2	90	-2	88	-2	84.5	-2	84.5									-2	85.0	-2	83.0	-2	77.5	-2	77.5
	a priori	IdBkSyl1>>IdBk	4.0	104.16536796536798																																																																																																																																																		
38	AeO	aeo	4.0	108.16536796536798	4.0	88.16536796536798	4.0	116.50476190476192	4.0	117.90476190476193	4.0	116.5714285714286	4.0	112.5714285714286					-2	115.09393939393942	-2	112.59393939393942																																									-2	90	-2	88	-2	76.93333333333334	-2	74.93333333333334									-2	90.72727272727273	-2	88.72727272727273	-2	75.66060606060607	-2	73.66060606060607																																																									-2	83.0	-2	81.0	-2	75.5	-2	75.5
39	aai	Aai	3.6	111.76536796536797	3.6	91.76536796536797			-2	115.90476190476193	-2	114.5714285714286	-2	110.5714285714286							3.6	116.19393939393942																													-2	84.26666666666667	-2	78.26666666666667													-2	74.93333333333334	-2	72.93333333333334													-2	73.66060606060607	-2	71.66060606060607																																																															3.6	79.1
41	Oy	ou	0.5714285714285714	112.33679653679654	0.5714285714285714	92.33679653679654	0.5714285714285714	117.07619047619049	0.5714285714285714	116.4761904761905	0.5714285714285714	115.14285714285717	0.5714285714285714	111.14285714285717					-2	113.09393939393942	-2	114.19393939393942																																																																																																																																
43	aoa	Aoa	7.5	119.83679653679654	7.5	99.83679653679654			-2	114.4761904761905	-2	113.14285714285717	-2	109.14285714285717							7.5	121.69393939393942																									-2	92	-2	88	-2	82.26666666666667	-2	76.26666666666667									-2	88	-2	86	-2	72.93333333333334	-2	70.93333333333334									-2	88.72727272727273	-2	86.72727272727273	-2	71.66060606060607	-2	69.66060606060607																																																																
44	Aey	aeu	3.0	122.83679653679654	3.0	102.83679653679654			3.0	117.4761904761905	3.0	116.14285714285717	3.0	112.14285714285717							-2	119.69393939393942																																													-2	70.93333333333334	-2	68.93333333333334													-2	69.66060606060607	-2	67.66060606060607																																																									-2	81.0	-2	79.0	-2	73.5	-2	77.1
45	EA	Ea			0.08695652173913043	102.92375305853567			0.08695652173913043	117.56314699792962	0.08695652173913043	116.22981366459629	0.08695652173913043	112.22981366459629							-2	117.69393939393942																																																																																					0.08695652173913043	100.08695652173913	0.08695652173913043	100.08695652173913	0.08695652173913043	96.08695652173913	0.08695652173913043	96.08695652173913	0.08695652173913043	96.58695652173913	0.08695652173913043	94.58695652173913					0.08695652173913043	100.08695652173913	0.08695652173913043	100.08695652173913	0.08695652173913043	90.08695652173913	0.08695652173913043	88.08695652173913	0.08695652173913043	84.58695652173913	0.08695652173913043	84.58695652173913					0.08695652173913043	103.08695652173913	0.08695652173913043	103.08695652173913	0.08695652173913043	81.08695652173913	0.08695652173913043	79.08695652173913	0.08695652173913043	73.58695652173913	0.08695652173913043	77.18695652173912
	a priori	IdBkSyl1>>IdBk	0.08695652173912549	122.92375305853567																																																																																																																																																		
46	AOe	Aoe			7.333333333333333	110.257086391869	7.333333333333333	124.40952380952382	7.333333333333333	124.89648033126295	7.333333333333333	123.56314699792962	7.333333333333333	119.56314699792962					-2	111.09393939393942	-2	115.69393939393942																									-2	90	-2	86	-2	80.26666666666667	-2	74.26666666666667									-2	86	-2	84	-2	68.93333333333334	-2	66.93333333333334									-2	86.72727272727273	-2	84.72727272727273	-2	67.66060606060607	-2	65.66060606060607																																									-2	88.08695652173913	-2	86.08695652173913	-2	82.58695652173913	-2	82.58695652173913									-2	79.08695652173913	-2	77.08695652173913	-2	71.58695652173913	-2	75.18695652173912
	a priori	IdBkSyl1>>IdBk	7.333333333333329	130.257086391869																																																																																																																																																		
53	eEu	eeu			0.26666666666666666	110.52375305853566					-2	121.56314699792962	-2	117.56314699792962			0.26666666666666666	120.96060606060608	0.26666666666666666	111.36060606060609	0.26666666666666666	115.96060606060608																																					0.26666666666666666	100.26666666666667	0.26666666666666666	100.26666666666667	0.26666666666666666	86.26666666666667	0.26666666666666666	84.26666666666667			0.26666666666666666	67.2					0.26666666666666666	100.9939393939394	0.26666666666666666	100.9939393939394	0.26666666666666666	86.9939393939394	0.26666666666666666	84.9939393939394			0.26666666666666666	65.92727272727274																																																																
	a priori	IdBkSyl1>>IdBk	0.2666666666666515	130.52375305853565																																																																																																																																																		
55	uEE	uee			2.4	112.92375305853567					-2	119.56314699792962	-2	115.56314699792962			2.4	123.36060606060609	2.4	113.7606060606061	2.4	118.36060606060609																																																																																																																									-2	77.08695652173913	-2	75.08695652173913	-2	69.58695652173913	-2	73.18695652173912
	a priori	IdBkSyl1>>IdBk	2.400000000000034	132.92375305853568																																																																																																																																																		
78	oaE	oae			3.2	116.12375305853567					-2	117.56314699792962	-2	113.56314699792962			3.2	126.56060606060609	3.2	116.9606060606061	3.2	121.56060606060609																																																																																																											-2	84.08695652173913			-2	80.58695652173913									-2	75.08695652173913	-2	73.08695652173913	-2	67.58695652173913	-2	71.18695652173912
	a priori	IdBkSyl1>>IdBk	3.1999999999999886	136.12375305853567																																																																																																																																																		
101	AA	Aa			2.8	118.92375305853567			2.8	127.69648033126295	2.8	120.36314699792962	2.8	116.36314699792962							-2	119.56060606060609																													-2	78.26666666666667	-2	72.26666666666667													-2	66.93333333333334	-2	65.2													-2	65.66060606060607	-2	63.92727272727274																																																																
	a priori	IdBkSyl1>>IdBk	2.8000000000000114	138.92375305853568																																																																																																																																																		
150	eEE	eee			0.23529411764705882	119.15904717618272					-2	118.36314699792962	-2	114.36314699792962			0.23529411764705882	126.79590017825315	0.23529411764705882	117.19590017825315	0.23529411764705882	119.79590017825315																																					0.23529411764705882	100.50196078431372	0.23529411764705882	100.50196078431372	0.23529411764705882	86.50196078431372	0.23529411764705882	84.50196078431372	0.23529411764705882	67.1686274509804	0.23529411764705882	65.43529411764706					0.23529411764705882	101.22923351158646	0.23529411764705882	101.22923351158646	0.23529411764705882	87.22923351158646	0.23529411764705882	85.22923351158646	0.23529411764705882	65.89590017825313	0.23529411764705882	64.1625668449198																																																																
	a priori	IdBkSyl1>>IdBk	0.23529411764704378	139.15904717618272																																																																																																																																																		
360	OAe	Oae			5.2	124.35904717618273			5.2	132.89648033126295	5.2	123.56314699792962	5.2	119.56314699792962							-2	117.79590017825315													-2	94.26666666666667	-2	92.26666666666667													-2	76.26666666666667	-2	70.26666666666667													-2	65.1686274509804	-2	63.43529411764706													-2	63.89590017825313	-2	62.162566844919795																																																									-2	73.08695652173913	-2	71.08695652173913	-2	65.58695652173913	-2	69.18695652173912
	a priori	IdBkSyl1>>IdBk	5.200000000000017	144.35904717618274																																																																																																																																																		
368	AoE	Aoe			1.4285714285714286	125.78761860475416					-2	121.56314699792962	-2	117.56314699792962			1.4285714285714286	128.22447160682458	1.4285714285714286	118.62447160682459	1.4285714285714286	119.22447160682458																							1.4285714285714286	101.42857142857143			1.4285714285714286	87.42857142857143			1.4285714285714286	71.6952380952381							1.4285714285714286	101.93053221288515			1.4285714285714286	85.93053221288515			1.4285714285714286	64.86386554621849							1.4285714285714286	102.65780494015789			1.4285714285714286	86.65780494015789			1.4285714285714286	63.591138273491225																																									-2	86.08695652173913	-2	82.08695652173913	-2	80.58695652173913	-2	78.58695652173913									-2	71.08695652173913	-2	69.08695652173913	-2	63.586956521739125	-2	67.18695652173912
	a priori	IdBkSyl1>>IdBk	1.4285714285714164	145.78761860475416																																																																																																																																																		
397	uEE	uee			2.4	128.18761860475416					-2	119.56314699792962	-2	115.56314699792962			2.4	130.62447160682459	2.4	121.02447160682459	2.4	121.62447160682459																																																																																																																									-2	69.08695652173913	-2	67.08695652173913	-2	61.586956521739125	-2	65.18695652173912
	a priori	IdBkSyl1>>IdBk	2.4000000000000057	148.18761860475416																																																																																																																																																		
